"","sim","n_samples","h2","prop_effect","S","flb","mse","rmse","rel_mse","method"
"1",1,30000,0.3,0.01,-1,1,-0.0230115143523794,-0.131774087850234,-0.980438298388491,"EB"
"2",2,30000,0.3,0.01,-1,1,-0.0205001427296935,-0.131965717219541,-0.993378746814713,"EB"
"3",3,30000,0.3,0.01,-1,1,-0.0210558705101334,-0.135343078012805,-0.995163904893383,"EB"
"4",4,30000,0.3,0.01,-1,1,-0.0233237085248051,-0.14021582952937,-0.992737086770232,"EB"
"5",5,30000,0.3,0.01,-1,0.997991967871486,-0.0220583941493016,-0.135560931233864,-0.991709867174688,"EB"
"6",6,30000,0.3,0.01,-1,1,-0.0270517331103986,-0.151724916425765,-0.993518231990968,"EB"
"7",7,30000,0.3,0.01,-1,1,-0.0235963315438209,-0.140319642681776,-0.991854212296461,"EB"
"8",8,30000,0.3,0.01,-1,1,-0.0249435736457363,-0.14227258857009,-0.989170933644619,"EB"
"9",9,30000,0.3,0.01,-1,0.997983870967742,-0.0248330202765121,-0.148494424562228,-0.996477872105258,"EB"
"10",10,30000,0.3,0.01,-1,1,-0.0230724204315793,-0.143853982719739,-0.997046701215449,"EB"
"11",1,3e+05,0.3,0.01,-1,0.728228228228228,-0.00075608261459029,-0.0145695133193227,-0.684623227572819,"EB"
"12",2,3e+05,0.3,0.01,-1,0.711627906976744,-0.000821846211195781,-0.0159311940247101,-0.721117312695784,"EB"
"13",3,3e+05,0.3,0.01,-1,0.733931240657698,-0.000825135118619191,-0.015893976706914,-0.717812854690533,"EB"
"14",4,3e+05,0.3,0.01,-1,0.722136222910217,-0.000736741205018283,-0.0142681941980466,-0.678514688128788,"EB"
"15",5,3e+05,0.3,0.01,-1,0.714285714285714,-0.000790005850052001,-0.0153123437213905,-0.705946830020374,"EB"
"16",6,3e+05,0.3,0.01,-1,0.701649175412294,-0.000830426781668734,-0.0157281553673822,-0.707357933605787,"EB"
"17",7,3e+05,0.3,0.01,-1,0.730882352941176,-0.000768617573372513,-0.014972046585584,-0.69924089216976,"EB"
"18",8,3e+05,0.3,0.01,-1,0.726277372262774,-0.000777135765813386,-0.0147573980537113,-0.683916607286707,"EB"
"19",9,3e+05,0.3,0.01,-1,0.690895179801071,-0.000803724604785412,-0.0154065554125542,-0.704051909056668,"EB"
"20",10,3e+05,0.3,0.01,-1,0.746997598078463,-0.000758228471764877,-0.0147157069112511,-0.691207865826897,"EB"
"21",1,30000,0.8,0.01,-1,0.722362869198312,-0.00862595000217326,-0.0508507144183179,-0.709765049813122,"EB"
"22",2,30000,0.8,0.01,-1,0.737942122186495,-0.00826475325170736,-0.0495721954942543,-0.706646093323156,"EB"
"23",3,30000,0.8,0.01,-1,0.734349919743178,-0.00859453719304263,-0.051277406138043,-0.717540245968942,"EB"
"24",4,30000,0.8,0.01,-1,0.747747747747748,-0.00875989652100441,-0.0524164118388535,-0.727010827843626,"EB"
"25",5,30000,0.8,0.01,-1,0.722136222910217,-0.00923901042603244,-0.0540454351535562,-0.730032316675742,"EB"
"26",6,30000,0.8,0.01,-1,0.751407884151247,-0.0077106468145115,-0.0480934560982481,-0.710023877009673,"EB"
"27",7,30000,0.8,0.01,-1,0.744013212221305,-0.00868364114982858,-0.0521622975087212,-0.726639910329705,"EB"
"28",8,30000,0.8,0.01,-1,0.720742534301856,-0.00847743174703879,-0.0527037033760507,-0.743544405244665,"EB"
"29",9,30000,0.8,0.01,-1,0.727577535624476,-0.00873181561720591,-0.0506728257839102,-0.702412820849236,"EB"
"30",10,30000,0.8,0.01,-1,0.713464696223317,-0.00844353360487859,-0.0497184019737178,-0.700704673638987,"EB"
"31",1,3e+05,0.8,0.01,-1,0.525075852222024,-0.000101040633666288,-0.00286985645557288,-0.278754047244168,"EB"
"32",2,3e+05,0.8,0.01,-1,0.54568032641476,-0.000129928987076783,-0.00349183686625117,-0.313726969305538,"EB"
"33",3,3e+05,0.8,0.01,-1,0.519137466307278,-8.44510027629733e-05,-0.00233283779158892,-0.227499702961399,"EB"
"34",4,3e+05,0.8,0.01,-1,0.54427222519152,-9.41016214569404e-05,-0.0026557066554021,-0.259446461132187,"EB"
"35",5,3e+05,0.8,0.01,-1,0.519093504639543,-9.54970245923346e-05,-0.00258415803861769,-0.244342803139049,"EB"
"36",6,3e+05,0.8,0.01,-1,0.551904675934284,-0.00011260603987227,-0.00309105483393998,-0.288384793005208,"EB"
"37",7,3e+05,0.8,0.01,-1,0.525435915872731,-0.000100842556664683,-0.00279364831885309,-0.266692994614536,"EB"
"38",8,3e+05,0.8,0.01,-1,0.555064521831359,-0.00011969929892141,-0.00317487211547863,-0.28654608257888,"EB"
"39",9,3e+05,0.8,0.01,-1,0.545518951470067,-9.64815046931888e-05,-0.00266348294383382,-0.255204658255214,"EB"
"40",10,3e+05,0.8,0.01,-1,0.540474100087796,-0.000101175039310272,-0.00277258651603567,-0.262511765285428,"EB"
"41",1,30000,0.3,0.001,-1,0.932038834951456,-0.020189762196772,-0.103347038951,-0.90511450871271,"EB"
"42",2,30000,0.3,0.001,-1,0.925589836660617,-0.0190475143886944,-0.10244030392488,-0.916165728842069,"EB"
"43",3,30000,0.3,0.001,-1,0.939929328621908,-0.0196574489519464,-0.108925421614992,-0.938885658395478,"EB"
"44",4,30000,0.3,0.001,-1,0.920415224913495,-0.0198425518263301,-0.102072792522022,-0.903023973223992,"EB"
"45",5,30000,0.3,0.001,-1,0.909584086799277,-0.0188349504392182,-0.0966944531305218,-0.886744853517961,"EB"
"46",6,30000,0.3,0.001,-1,0.916938110749186,-0.0177094974296724,-0.0970949510469319,-0.906855708526063,"EB"
"47",7,30000,0.3,0.001,-1,0.929188255613126,-0.0192162961782855,-0.101726236585691,-0.910026138514251,"EB"
"48",8,30000,0.3,0.001,-1,0.915315315315315,-0.020916096640583,-0.111136219366152,-0.933717073521308,"EB"
"49",9,30000,0.3,0.001,-1,0.918060200668896,-0.0204001809197277,-0.106545934928378,-0.918797208499367,"EB"
"50",10,30000,0.3,0.001,-1,0.928807947019868,-0.0218082719395519,-0.112653362527192,-0.930154819437281,"EB"
"51",1,3e+05,0.3,0.001,-1,0.709004739336493,-0.00104486887082789,-0.0201740727305165,-0.806971544306907,"EB"
"52",2,3e+05,0.3,0.001,-1,0.66793893129771,-0.00101318916907163,-0.0190738764239266,-0.777605566053963,"EB"
"53",3,3e+05,0.3,0.001,-1,0.634241245136187,-0.000958841207478363,-0.0185620535661089,-0.777874011909817,"EB"
"54",4,3e+05,0.3,0.001,-1,0.64292980671414,-0.000803500381429878,-0.0151297220574104,-0.690246992658881,"EB"
"55",5,3e+05,0.3,0.001,-1,0.68809980806142,-0.000892138609082881,-0.0175975116910037,-0.765107540286069,"EB"
