"","sim","n_samples","h2","prop_effect","S","flb","mse","rmse","rel_mse","method"
"846",6,30000,0.3,0.001,0,0.857142857142857,0.00142978766381306,0.0145179614122546,0.811192025614007,"cl1"
"847",7,30000,0.3,0.001,0,0.545454545454545,0.00368025651973592,0.0323879488900444,2.23034341820338,"cl1"
"848",8,30000,0.3,0.001,0,0.428571428571429,0.00138769662757442,0.0112903713786424,0.445528396093201,"cl1"
"849",9,30000,0.3,0.001,0,0.333333333333333,0.00462933302386361,0.0373115139194949,2.45996767063632,"cl1"
"850",10,30000,0.3,0.001,0,0.538461538461538,0.0035075697218387,0.0327314731682407,2.53258635392537,"cl1"
"851",1,3e+05,0.3,0.001,0,0.501694915254237,0.000256285369882505,0.008406502108015,2.10272853603433,"cl1"
"852",2,3e+05,0.3,0.001,0,0.527027027027027,0.000185290412446638,0.00660567518259436,1.61168692626253,"cl1"
"853",3,3e+05,0.3,0.001,0,0.48494983277592,0.000245284543255921,0.00863465148690926,2.50965294079935,"cl1"
"854",4,3e+05,0.3,0.001,0,0.525597269624573,0.000235985133555635,0.00821982413025481,2.24845549489686,"cl1"
"855",5,3e+05,0.3,0.001,0,0.466898954703833,0.000239053280450723,0.00834444257733679,2.31953943933133,"cl1"
"856",6,3e+05,0.3,0.001,0,0.521311475409836,0.000254776413906753,0.0084646826686142,2.1774221548333,"cl1"
"857",7,3e+05,0.3,0.001,0,0.508250825082508,0.000265193197933948,0.00913919481008823,2.68460169290021,"cl1"
"858",8,3e+05,0.3,0.001,0,0.464406779661017,0.000248741591304242,0.00824182702732752,2.06724460286216,"cl1"
"859",9,3e+05,0.3,0.001,0,0.522033898305085,0.000274740938719006,0.00924190028260807,2.61863658890482,"cl1"
"860",10,3e+05,0.3,0.001,0,0.526315789473684,0.000217879663946041,0.00714758595872346,1.60046691774149,"cl1"
"861",1,30000,0.8,0.001,0,0.482315112540193,0.00250567195442569,0.0271913423975202,2.37528190182035,"cl1"
"862",2,30000,0.8,0.001,0,0.507194244604317,0.00212727871794184,0.0230600359089401,1.77747458382498,"cl1"
"863",3,30000,0.8,0.001,0,0.536332179930796,0.00243448331991635,0.0250439014619628,1.86989338390572,"cl1"
"864",4,30000,0.8,0.001,0,0.518394648829431,0.0023569606875592,0.024273385269701,1.7775618685285,"cl1"
"865",5,30000,0.8,0.001,0,0.501639344262295,0.00307105240545787,0.0307500089782383,2.57110518872242,"cl1"
"866",6,30000,0.8,0.001,0,0.526690391459075,0.0032510299520261,0.0309390029392472,2.36580772057076,"cl1"
"867",7,30000,0.8,0.001,0,0.50561797752809,0.0024788136542571,0.0247215048740816,1.73723131140007,"cl1"
"868",8,30000,0.8,0.001,0,0.528428093645485,0.00216027461898691,0.0232554555687048,1.78188249725231,"cl1"
"869",9,30000,0.8,0.001,0,0.519163763066202,0.00173991745470401,0.019643383740881,1.46469996943587,"cl1"
"870",10,30000,0.8,0.001,0,0.5625,0.00124169201726014,0.0151418072747246,1.11098925593435,"cl1"
"871",1,3e+05,0.8,0.001,0,0.532122905027933,0.000139204206073703,0.00453146881714903,0.811911105861209,"cl1"
"872",2,3e+05,0.8,0.001,0,0.496522948539638,7.38908217190646e-05,0.0028027443576225,0.532430877181785,"cl1"
"873",3,3e+05,0.8,0.001,0,0.480109739368999,0.000125531629894182,0.00437418911949282,0.848673282749757,"cl1"
