"","sim","n_samples","h2","prop_effect","S","flb","mse","rmse","rel_mse","method"
"1",1,30000,0.3,0.01,-1,0.963875205254516,-0.00175236700362547,-0.0337077782466287,-0.954500408184312,"EB"
"2",2,30000,0.3,0.01,-1,0.960330578512397,-0.00157505426014079,-0.0332817474721162,-0.969648105518066,"EB"
"3",3,30000,0.3,0.01,-1,0.951585976627713,-0.00160890620533962,-0.0334642744307258,-0.967880259688504,"EB"
"4",4,30000,0.3,0.01,-1,0.968,-0.00182341869245249,-0.035981284956997,-0.971242270065103,"EB"
"5",5,30000,0.3,0.01,-1,0.952879581151832,-0.00177136882891169,-0.0351500295476346,-0.968242881695057,"EB"
"6",6,30000,0.3,0.01,-1,0.959546925566343,-0.00208544314869553,-0.0385258299678793,-0.971634929150965,"EB"
"7",7,30000,0.3,0.01,-1,0.97098976109215,-0.00186000876616563,-0.0365777392277479,-0.973347998813522,"EB"
"8",8,30000,0.3,0.01,-1,0.957095709570957,-0.00197080923183035,-0.0370370425054246,-0.967878627041861,"EB"
"9",9,30000,0.3,0.01,-1,0.954081632653061,-0.00189683441752923,-0.0370154915108425,-0.974009579771181,"EB"
"10",10,30000,0.3,0.01,-1,0.946902654867257,-0.00178936327788227,-0.0359510268642521,-0.974004683601164,"EB"
"11",1,3e+05,0.3,0.01,-1,0.605806644717151,-2.02850566950812e-05,-0.00173031974044809,-0.448288860407832,"EB"
"12",2,3e+05,0.3,0.01,-1,0.600982197667281,-2.33686778194092e-05,-0.00201835642044927,-0.505643457347166,"EB"
"13",3,3e+05,0.3,0.01,-1,0.598606482883975,-2.53416253809027e-05,-0.0021705422434877,-0.528760223051995,"EB"
"14",4,3e+05,0.3,0.01,-1,0.597676551513299,-2.01670134229305e-05,-0.00172034264853756,-0.446383572784705,"EB"
"15",5,3e+05,0.3,0.01,-1,0.623000301841232,-2.20589403067627e-05,-0.00189650197269734,-0.482152974131929,"EB"
"16",6,3e+05,0.3,0.01,-1,0.606422018348624,-2.43194933953386e-05,-0.0020552828248783,-0.504356644257653,"EB"
"17",7,3e+05,0.3,0.01,-1,0.624102870813397,-2.29545517903821e-05,-0.00199766414162924,-0.504673485409221,"EB"
"18",8,3e+05,0.3,0.01,-1,0.604908709967076,-2.34151065357531e-05,-0.00196863964408812,-0.487372329273157,"EB"
"19",9,3e+05,0.3,0.01,-1,0.604014598540146,-2.33482067755339e-05,-0.00198424760715335,-0.493904700715749,"EB"
"20",10,3e+05,0.3,0.01,-1,0.60988336402701,-2.05912584339989e-05,-0.00177985897860316,-0.462223513792306,"EB"
"21",1,30000,0.8,0.01,-1,0.769520225776105,-0.000982450492006562,-0.0202814667409757,-0.832100346621062,"EB"
"22",2,30000,0.8,0.01,-1,0.780199818346957,-0.000947525475027697,-0.0197854269594648,-0.827538073273997,"EB"
"23",3,30000,0.8,0.01,-1,0.79610750695088,-0.000978569572348183,-0.0201147616076221,-0.827805568005041,"EB"
"24",4,30000,0.8,0.01,-1,0.807407407407407,-0.000985597693280484,-0.0205406462651197,-0.839617135464803,"EB"
"25",5,30000,0.8,0.01,-1,0.804132973944295,-0.00106764651492466,-0.021582152513511,-0.845952121015358,"EB"
"26",6,30000,0.8,0.01,-1,0.789620018535681,-0.000874183928914266,-0.0185396946536205,-0.810292282364927,"EB"
"27",7,30000,0.8,0.01,-1,0.789719626168224,-0.000958531359012625,-0.0197305685622179,-0.821632122460802,"EB"
"28",8,30000,0.8,0.01,-1,0.798500468603561,-0.000961874936722175,-0.0203837866444934,-0.842645218628271,"EB"
"29",9,30000,0.8,0.01,-1,0.819870009285051,-0.0010016742030799,-0.0205516526783675,-0.834512377708485,"EB"
"30",10,30000,0.8,0.01,-1,0.788497217068646,-0.000976032185803345,-0.0197908392486787,-0.817456823937539,"EB"
"31",1,3e+05,0.8,0.01,-1,0.544263522365712,-1.03733496270746e-05,-0.0010133613242259,-0.327852761256054,"EB"
"32",2,3e+05,0.8,0.01,-1,0.552694500643737,-1.31247740779039e-05,-0.00121538967640271,-0.363715181904069,"EB"
"33",3,3e+05,0.8,0.01,-1,0.544931303379131,-1.07929139416252e-05,-0.00104395835859012,-0.333219330144053,"EB"
"34",4,3e+05,0.8,0.01,-1,0.519306837445847,-9.71023920573257e-06,-0.000927641236910571,-0.299114726279193,"EB"
"35",5,3e+05,0.8,0.01,-1,0.548616168973052,-1.04840996784502e-05,-0.000985787103353017,-0.3105280220397,"EB"
"36",6,3e+05,0.8,0.01,-1,0.549521354933726,-1.04849184895742e-05,-0.000991688923760249,-0.313597744675045,"EB"
"37",7,3e+05,0.8,0.01,-1,0.535537190082645,-9.64859159362587e-06,-0.000906347123576315,-0.289211108146183,"EB"
"38",8,3e+05,0.8,0.01,-1,0.559384164222874,-1.25984892874985e-05,-0.00115239153525366,-0.345060218344498,"EB"
"39",9,3e+05,0.8,0.01,-1,0.538661227517152,-1.05930127940433e-05,-0.00100048265902861,-0.315524908572566,"EB"
"40",10,3e+05,0.8,0.01,-1,0.515168331483537,-1.10624164575094e-05,-0.00103600137777438,-0.322477858708034,"EB"
"41",1,30000,0.3,0.001,-1,0.807453416149068,-0.00135202414233874,-0.0249691924676764,-0.863984765163675,"EB"
"42",2,30000,0.3,0.001,-1,0.777327935222672,-0.00115493174062977,-0.0214659124788224,-0.815425621379845,"EB"
"43",3,30000,0.3,0.001,-1,0.816993464052288,-0.00117237895956455,-0.0220427850976736,-0.82861719958019,"EB"
"44",4,30000,0.3,0.001,-1,0.78030303030303,-0.00119248248884548,-0.0216202639632274,-0.809208728062651,"EB"
"45",5,30000,0.3,0.001,-1,0.800528401585205,-0.00123439963386938,-0.0238008772524101,-0.862445148439819,"EB"
"46",6,30000,0.3,0.001,-1,0.815136476426799,-0.00110516590599522,-0.0209655269889673,-0.814329056924218,"EB"
"47",7,30000,0.3,0.001,-1,0.743295019157088,-0.00115643577182714,-0.0212779812615479,-0.808776721236256,"EB"
"48",8,30000,0.3,0.001,-1,0.755704697986577,-0.00123363312733156,-0.0218258679181409,-0.803888854118311,"EB"
"49",9,30000,0.3,0.001,-1,0.780548628428928,-0.00123407934963969,-0.0221663135905399,-0.814700431869191,"EB"
"50",10,30000,0.3,0.001,-1,0.747560975609756,-0.00132629819893995,-0.0237433507968123,-0.837222601035365,"EB"
"51",1,3e+05,0.3,0.001,-1,0.590506838294449,-8.04635939039368e-05,-0.00558563619996532,-0.805353786370175,"EB"
"52",2,3e+05,0.3,0.001,-1,0.624390243902439,-7.97920907420777e-05,-0.0053905690924614,-0.782761762918265,"EB"
"53",3,3e+05,0.3,0.001,-1,0.608414239482201,-7.58000136479744e-05,-0.00541635148416386,-0.804697789568341,"EB"
"54",4,3e+05,0.3,0.001,-1,0.580050293378039,-6.61571061731495e-05,-0.00471659669164059,-0.753279471284843,"EB"
"55",5,3e+05,0.3,0.001,-1,0.610569105691057,-6.94943629144439e-05,-0.00493483458253412,-0.768624801780971,"EB"
"56",6,3e+05,0.3,0.001,-1,0.613065326633166,-7.51760232846822e-05,-0.00495105953115799,-0.7417217892224,"EB"
"57",7,3e+05,0.3,0.001,-1,0.586290322580645,-7.25485424109523e-05,-0.00484268385988651,-0.738443518155525,"EB"
"58",8,3e+05,0.3,0.001,-1,0.608264462809917,-6.86243679124233e-05,-0.00469410222383275,-0.735905306773718,"EB"
"59",9,3e+05,0.3,0.001,-1,0.602671118530885,-7.70444974215846e-05,-0.00539277231876991,-0.795752809116572,"EB"
"60",10,3e+05,0.3,0.001,-1,0.605746209098164,-7.67529626464872e-05,-0.0054285607737747,-0.801851008928045,"EB"
"61",1,30000,0.8,0.001,-1,0.672,-0.000995304472977038,-0.0194199593174565,-0.797124746580973,"EB"
"62",2,30000,0.8,0.001,-1,0.715736040609137,-0.00104324759233155,-0.0210032669638284,-0.83546465480661,"EB"
"63",3,30000,0.8,0.001,-1,0.691924227318046,-0.000880882331850257,-0.0173993736181874,-0.761412735150984,"EB"
"64",4,30000,0.8,0.001,-1,0.688247011952191,-0.000961427133230464,-0.0188952028921525,-0.789856721376523,"EB"
"65",5,30000,0.8,0.001,-1,0.653495440729483,-0.000819678765222359,-0.0169275484060898,-0.76772957979552,"EB"
"66",6,30000,0.8,0.001,-1,0.687179487179487,-0.00111369172285218,-0.0212175985306838,-0.819995711976089,"EB"
"67",7,30000,0.8,0.001,-1,0.695035460992908,-0.00106373151311994,-0.0210470220968952,-0.830261245026145,"EB"
"68",8,30000,0.8,0.001,-1,0.68459152016546,-0.000859475000801833,-0.0177715905801456,-0.786040803995049,"EB"
"69",9,30000,0.8,0.001,-1,0.68993839835729,-0.00103493628884127,-0.0202025009621727,-0.811343325933423,"EB"
"70",10,30000,0.8,0.001,-1,0.715430861723447,-0.000869655377839232,-0.0168900028269998,-0.743972911132048,"EB"
"71",1,3e+05,0.8,0.001,-1,0.604992657856094,-7.21392805625655e-05,-0.00513176764695438,-0.78364576010128,"EB"
"72",2,3e+05,0.8,0.001,-1,0.537234042553192,-6.33281354518105e-05,-0.00459363540644534,-0.749859764682497,"EB"
"73",3,3e+05,0.8,0.001,-1,0.565830721003135,-7.17073169349188e-05,-0.00505662193006297,-0.775044066601814,"EB"
"74",4,3e+05,0.8,0.001,-1,0.560089020771513,-6.83649491671123e-05,-0.00497396349058083,-0.780459228082082,"EB"
"75",5,3e+05,0.8,0.001,-1,0.533646322378717,-6.22613155139499e-05,-0.00464390946420241,-0.764320912313683,"EB"
"76",6,3e+05,0.8,0.001,-1,0.572284644194757,-6.9958553225451e-05,-0.00499519562401952,-0.775134366304113,"EB"
"77",7,3e+05,0.8,0.001,-1,0.556942277691108,-7.75258963414679e-05,-0.0054992260802987,-0.807486474243977,"EB"
"78",8,3e+05,0.8,0.001,-1,0.563084112149533,-6.62559244483642e-05,-0.00458197965127692,-0.730895943046912,"EB"
"79",9,3e+05,0.8,0.001,-1,0.5724033358605,-7.40136370022921e-05,-0.00534234575592235,-0.803392943566313,"EB"
"80",10,3e+05,0.8,0.001,-1,0.56865671641791,-7.37933049804433e-05,-0.00505848700740581,-0.76472677920255,"EB"
"81",1,30000,0.3,0.01,0,0.961783439490446,-0.00191713635117505,-0.0378186593801361,-0.978843614082247,"EB"
"82",2,30000,0.3,0.01,0,0.956869009584665,-0.00173985178792182,-0.0351022690991284,-0.970820314883728,"EB"
"83",3,30000,0.3,0.01,0,0.954911433172303,-0.00188467662175368,-0.0368586986522855,-0.973685220205328,"EB"
"84",4,30000,0.3,0.01,0,0.960138648180243,-0.00188677257932598,-0.0369936667219849,-0.974655671830146,"EB"
"85",5,30000,0.3,0.01,0,0.950793650793651,-0.00177628828507148,-0.0358097883174598,-0.973919996548225,"EB"
"86",6,30000,0.3,0.01,0,0.958188153310105,-0.00207033814666864,-0.0392270937175109,-0.978306596158085,"EB"
"87",7,30000,0.3,0.01,0,0.967948717948718,-0.00185550074593262,-0.0368379361005466,-0.975924370694765,"EB"
"88",8,30000,0.3,0.01,0,0.952941176470588,-0.00181833810796404,-0.0363043257423994,-0.974550853251467,"EB"
"89",9,30000,0.3,0.01,0,0.961666666666667,-0.00163772375447779,-0.0340034434597559,-0.970301529942237,"EB"
"90",10,30000,0.3,0.01,0,0.975922953451043,-0.00182178554866314,-0.0357548379690857,-0.969279736192122,"EB"
"91",1,3e+05,0.3,0.01,0,0.605591005773321,-2.36968685614263e-05,-0.00224239952460243,-0.577630454583827,"EB"
"92",2,3e+05,0.3,0.01,0,0.597019464720195,-2.90537371376164e-05,-0.00255787635145184,-0.600077382299774,"EB"
"93",3,3e+05,0.3,0.01,0,0.594975490196078,-2.60382196655351e-05,-0.00234722917888215,-0.576562962401522,"EB"
"94",4,3e+05,0.3,0.01,0,0.612645794966237,-2.48009577562791e-05,-0.00225131571089398,-0.5635712457721,"EB"
