"","sim","n_samples","h2","prop_effect","S","flb","mse","rmse","rel_mse","method"
"1",1,30000,0.3,0.01,-1,1,-0.000330341929052104,-0.00714654840483764,-0.46389601778527,"EB"
"2",2,30000,0.3,0.01,-1,0.727272727272727,-0.000197200319866894,-0.00391365103331729,-0.267512767664942,"EB"
"3",3,30000,0.3,0.01,-1,0.666666666666667,6.24589668790372e-05,0.0023080009530843,0.407724119113077,"EB"
"4",4,30000,0.3,0.01,-1,0.8,-0.000548005134547434,-0.00842767982675532,-0.406289864489948,"EB"
"5",5,30000,0.3,0.01,-1,0.846153846153846,-0.000300132287610137,-0.00591221466510536,-0.373730941410451,"EB"
"6",6,30000,0.3,0.01,-1,0.75,-0.000184834452434383,-0.00768663731702889,-0.734217927209511,"EB"
"7",7,30000,0.3,0.01,-1,0.75,-0.000388650900263671,-0.00508473656345985,-0.233935484009434,"EB"
"8",8,30000,0.3,0.01,-1,1,-0.000219042173731049,-0.0094045498036595,-0.819611740010526,"EB"
"9",9,30000,0.3,0.01,-1,0.571428571428571,-0.000412255901426479,-0.0105909749899172,-0.672562361139375,"EB"
"10",10,30000,0.3,0.01,-1,0.9,-0.00052316555009412,-0.0108895040831997,-0.602542720052689,"EB"
"11",11,30000,0.3,0.01,-1,0.7,-0.000126199759006919,-0.00432269487465077,-0.449343155980545,"EB"
"12",12,30000,0.3,0.01,-1,0.555555555555556,-5.09946506216909e-05,-0.00232619717523823,-0.346920095563531,"EB"
"13",13,30000,0.3,0.01,-1,0.666666666666667,-0.00019249001787121,-0.00723390582360671,-0.67223668119265,"EB"
"14",14,30000,0.3,0.01,-1,0.833333333333333,-0.000340608766681028,-0.0080510967738611,-0.537274767765916,"EB"
"15",15,30000,0.3,0.01,-1,0.736842105263158,-0.000119693830481869,-0.0038588700460964,-0.393605018350116,"EB"
"16",16,30000,0.3,0.01,-1,0.428571428571429,5.54712792166873e-05,0.00166330284383943,0.220989731453135,"EB"
"17",17,30000,0.3,0.01,-1,0.857142857142857,-0.000322338395581853,-0.00956155375243132,-0.688538748423814,"EB"
"18",18,30000,0.3,0.01,-1,1,-0.000439988044914548,-0.0104793684103948,-0.639371667305122,"EB"
"19",19,30000,0.3,0.01,-1,0.666666666666667,-0.00025067349771151,-0.0054716523729553,-0.381233847331947,"EB"
"20",20,30000,0.3,0.01,-1,0.857142857142857,-0.000322326598661382,-0.0072800283800229,-0.485072151046475,"EB"
"21",21,30000,0.3,0.01,-1,0.7,-0.000158382566477804,-0.00617729501931096,-0.625828509471907,"EB"
"22",22,30000,0.3,0.01,-1,0.846153846153846,-0.000453835017374921,-0.0125036441092193,-0.762290958325337,"EB"
"23",23,30000,0.3,0.01,-1,0.846153846153846,-0.00037951578908539,-0.00848577127145472,-0.536179994051094,"EB"
"24",24,30000,0.3,0.01,-1,0.8,0.000376040841610665,0.010193374308418,2.11037230771411,"EB"
"25",25,30000,0.3,0.01,-1,0.7,-0.000279065127407847,-0.00842252299208311,-0.646403804441497,"EB"
"26",26,30000,0.3,0.01,-1,0.866666666666667,-0.0001887076081843,-0.00467074496317587,-0.371552924359315,"EB"
"27",27,30000,0.3,0.01,-1,0.142857142857143,0,0,0,"EB"
"28",28,30000,0.3,0.01,-1,0.666666666666667,-6.25166926082636e-05,-0.00322381594253127,-0.488906776032919,"EB"
"29",29,30000,0.3,0.01,-1,0.733333333333333,-0.000428965098657528,-0.0082804211201165,-0.475277689341134,"EB"
"30",30,30000,0.3,0.01,-1,0.857142857142857,-0.000440541431319177,-0.0135380305932454,-0.829926354784794,"EB"
"31",31,30000,0.3,0.01,-1,0.375,0.000198035554623737,0.00672742672656192,1.53597285709331,"EB"
"32",32,30000,0.3,0.01,-1,0.857142857142857,-0.000185022130523562,-0.00773453656224889,-0.738531667126086,"EB"
"33",33,30000,0.3,0.01,-1,0.857142857142857,-0.000397700104723885,-0.0128592262041338,-0.829729096742407,"EB"
"34",34,30000,0.3,0.01,-1,0.857142857142857,-0.000195901275759687,-0.00631322840411213,-0.561910190101987,"EB"
"35",35,30000,0.3,0.01,-1,0.8,-0.000137198107565252,-0.00724848794286579,-0.800923766804909,"EB"
"36",36,30000,0.3,0.01,-1,0.857142857142857,-0.000484524766261567,-0.0125801924289489,-0.742365381826065,"EB"
"37",37,30000,0.3,0.01,-1,0.857142857142857,-0.000295878734540149,-0.0110912238688076,-0.829706410143946,"EB"
"38",38,30000,0.3,0.01,-1,0.857142857142857,-0.000442807830776877,-0.0120625617529873,-0.744624219761242,"EB"
