"","n_samples","h2","prop_effect","S","flb","mse","rmse","rel_mse","flb_error","mse_error","rmse_error","rel_mse_error","method"
"1",30000,0.3,0.01,-1,0.960903076654905,-0.00183800450816584,-0.0358692941255326,-0.968796790814347,0.00847439543511447,0.000110146961770622,0.00131982071415903,0.00439693318606358,"EB"
"101",3e+05,0.3,0.01,-1,0.605813814729545,-2.28170460106979e-05,-0.00194454197878994,-0.487586225882885,0.00937519756112992,1.69190048324797e-06,0.000123885704616211,0.0209170247291811,"EB"
"201",30000,0.8,0.01,-1,0.793462010979497,-0.000973985347992993,-0.0202467316163072,-0.833737911502304,0.0141287948931499,5.71294467876749e-05,0.000844759905070471,0.0124952574526656,"EB"
"301",3e+05,0.8,0.01,-1,0.546560096449642,-1.04090943747122e-05,-0.000984444982933311,-0.311356763847479,0.0149651818146621,1.15678096261271e-06,0.000100239617857044,0.0249103122759312,"EB"
"401",30000,0.3,0.001,-1,0.785472006880428,-0.00122658973964548,-0.0229074846305973,-0.838823137787695,0.0186259268596416,8.01768583879721e-05,0.00123407896529531,0.0185605114856102,"EB"
"501",3e+05,0.3,0.001,-1,0.604590528891492,-7.54432522189297e-05,-0.00513924154741701,-0.7674710176472,0.0192131490585717,5.73432689972594e-06,0.000335450709113868,0.0256683207066222,"EB"
"601",30000,0.8,0.001,-1,0.687339971449287,-0.00092722054706576,-0.0183955696091322,-0.782348272046001,0.0261322125545535,7.101341204099e-05,0.00131084881854104,0.028807608980837,"EB"
"701",3e+05,0.8,0.001,-1,0.57026097544594,-7.05583774261745e-05,-0.00497699003850156,-0.768196179269714,0.0186868567952287,5.9549075238463e-06,0.000373270509540126,0.0280893489144022,"EB"
"801",30000,0.3,0.01,0,0.965002876543088,-0.00181851402191777,-0.0360259972132362,-0.972003754472834,0.00749587696030211,0.000104861747974628,0.00116744683532778,0.00497070853864811,"EB"
"901",3e+05,0.3,0.01,0,0.607509337253044,-2.50359881745725e-05,-0.00230007372002167,-0.575861841864206,0.00932291986291442,1.7939113646369e-06,0.000133881439260831,0.019188633986615,"EB"
"1001",30000,0.8,0.01,0,0.801081948717037,-0.000947690759120101,-0.0206987345407325,-0.857575876679778,0.0124158090258914,5.52963298136137e-05,0.000799060147164006,0.00985409823280131,"EB"
"1101",3e+05,0.8,0.01,0,0.532629028009325,-1.31141587106842e-05,-0.00131551427698617,-0.41180164271346,0.0216337390913081,1.02407909555162e-06,8.68066758674604e-05,0.0180764722511719,"EB"
"1201",30000,0.3,0.001,0,0.787536913092566,-0.00126405020263705,-0.024604885765497,-0.875578918165419,0.0179500385245107,8.56367589263083e-05,0.00120747104936897,0.0134668371233639,"EB"
"1301",3e+05,0.3,0.001,0,0.610869609458371,-7.91253109934656e-05,-0.00538767476263045,-0.784719796593754,0.0167841229946035,6.05053686081424e-06,0.000345262922379622,0.0231243326106838,"EB"
"1401",30000,0.8,0.001,0,0.691269039884959,-0.00098729900565812,-0.0203363689244837,-0.831808785924324,0.0250856802538446,6.72278828601852e-05,0.00109293941236385,0.0171748564758807,"EB"
"1501",3e+05,0.8,0.001,0,0.578520475048693,-7.19316296221923e-05,-0.00504735984372067,-0.771995752369237,0.0186074267463315,5.16346357587866e-06,0.000298451260510617,0.0219421848878829,"EB"
"1601",30000,0.3,0.01,1,0.978130028862783,-0.00184287967267083,-0.0367421767724071,-0.976052746721291,0.00653220242890018,8.89941606348721e-05,0.001066282308062,0.00448188303033462,"EB"
"1701",3e+05,0.3,0.01,1,0.604054146833899,-2.40556753224969e-05,-0.00228923881583767,-0.587261213407464,0.00961035733091333,1.79086688096939e-06,0.000140861800915288,0.0214515634494382,"EB"
"1801",30000,0.8,0.01,1,0.820613763550151,-0.000980360401455405,-0.0215201915420416,-0.871584806954504,0.0142666152719055,6.26007741456427e-05,0.000886950398699563,0.00946630460405424,"EB"
"1901",3e+05,0.8,0.01,1,0.470782719996431,-1.40422040691947e-05,-0.00142613627126985,-0.441839794098089,0.0209757678848687,1.03749359662668e-06,9.10031011483851e-05,0.0191176080524131,"EB"
"2001",30000,0.3,0.001,1,0.78773938942826,-0.0012315416220669,-0.0241645117562072,-0.87254179903076,0.0169285215640515,8.02427341093252e-05,0.00110224308669367,0.0126777922674247,"EB"
"2101",3e+05,0.3,0.001,1,0.610565032902545,-8.37263089461749e-05,-0.00569282910746577,-0.803857543053734,0.0204088849055191,5.60574978203304e-06,0.00034403155581598,0.0244588056266948,"EB"
"2201",30000,0.8,0.001,1,0.672389397886389,-0.000984790585322047,-0.0203435115094384,-0.83291269378678,0.0203443445258759,7.05217188752731e-05,0.00114190611565482,0.0172262424029869,"EB"
"2301",3e+05,0.8,0.001,1,0.584842087662042,-8.0230194273852e-05,-0.00567224345939327,-0.816042772656527,0.0181942519989137,5.59256659412949e-06,0.000367677194084452,0.0280471877526253,"EB"
"11",30000,0.3,0.01,-1,0.951343952437345,-0.00184048446671832,-0.0360249684496858,-0.970080962502209,0.00821744967702842,0.000110904028806698,0.00133366418849838,0.00342671389463249,"FIQT"
"1011",3e+05,0.3,0.01,-1,0.473453290004957,-1.59140636615918e-05,-0.00128310091442487,-0.33949123625973,0.00917304170181273,1.79025343307026e-06,0.000129726538292961,0.0253091550578164,"FIQT"
"2011",30000,0.8,0.01,-1,0.718395952050817,-0.000944744758124642,-0.0192282443223338,-0.808546986481661,0.0138497638100716,5.82893182212391e-05,0.000841819511820239,0.0113197308654385,"FIQT"
"3011",3e+05,0.8,0.01,-1,0.432820766592648,-3.33565328525229e-06,-0.000295513588169101,-0.0988142331439691,0.00619966604908221,1.28400529158288e-06,0.000111316006590793,0.0349627373923729,"FIQT"
"4011",30000,0.3,0.001,-1,0.735350438060841,-0.00117919947302297,-0.0214233813022686,-0.806272431662352,0.0137870648066814,8.00869162498424e-05,0.00115664484727475,0.0177045698247528,"FIQT"
"5011",3e+05,0.3,0.001,-1,0.608563110080841,-6.57171188596324e-05,-0.0042077567053414,-0.66836689564461,0.0144554294661432,5.2327627744524e-06,0.0002710391026451,0.0228060652061221,"FIQT"
"6011",30000,0.8,0.001,-1,0.64689295853322,-0.000841520623902255,-0.0158985262521308,-0.709758768681784,0.0146824659044063,6.88763283626528e-05,0.00113205095217017,0.026314899093384,"FIQT"
"7011",3e+05,0.8,0.001,-1,0.607474560041601,-6.254912180832e-05,-0.00417350823796273,-0.680896466048665,0.0145996043503627,5.41176656268838e-06,0.000301082456535576,0.0252390865119542,"FIQT"
"8011",30000,0.3,0.01,0,0.9528357226559,-0.00182297354921564,-0.0363203185293512,-0.97431305416535,0.00920598795346429,0.000107201711053735,0.00121709343417823,0.00283388527552494,"FIQT"
"9011",3e+05,0.3,0.01,0,0.465491790966718,-1.8297717429177e-05,-0.00157505169127622,-0.420319816908246,0.0086297435726642,1.72440398105719e-06,0.000123930963920215,0.0207208120421737,"FIQT"
"10011",30000,0.8,0.01,0,0.709086825766886,-0.000915550416329271,-0.0194700445472418,-0.828329644783119,0.0126437356158684,5.61557887401447e-05,0.000782483482495386,0.0074437815604478,"FIQT"
"11011",3e+05,0.8,0.01,0,0.431823927488395,-7.29662586696265e-06,-0.00068792723582956,-0.228454454412762,0.00660572531046671,1.07466369079242e-06,9.30138921959872e-05,0.0249412159830185,"FIQT"
"12011",30000,0.3,0.001,0,0.730279175814149,-0.00121040676962347,-0.0227205847832963,-0.838259083187174,0.0142817578712732,8.49388196909261e-05,0.0011137808251108,0.0113756927841435,"FIQT"
"13011",3e+05,0.3,0.001,0,0.619840151011847,-7.04480956567232e-05,-0.00453022014619628,-0.698499514041027,0.0122905665567365,5.5887930489077e-06,0.000280646511943374,0.0203364160157827,"FIQT"
"14011",30000,0.8,0.001,0,0.653749194286308,-0.000904317916322369,-0.0176412776831104,-0.761725105235087,0.0123547507796532,6.43518317812827e-05,0.000933084778776582,0.015353094357129,"FIQT"
"15011",3e+05,0.8,0.001,0,0.612312209860846,-6.429465419186e-05,-0.00428012017629649,-0.689963107380619,0.0135127675512153,4.76975567244259e-06,0.000254458025721273,0.0215670413293198,"FIQT"
"16011",30000,0.3,0.01,1,0.970425121647076,-0.00184735219622423,-0.0370652122887037,-0.978385437482625,0.00658775855825216,9.03106481949379e-05,0.0010617544789475,0.00232205827691955,"FIQT"
"17011",3e+05,0.3,0.01,1,0.442216580252489,-1.62106733905581e-05,-0.00142398634542174,-0.395022461874769,0.00835943334896541,1.70090350918397e-06,0.000124392360863257,0.0217729809552222,"FIQT"
