"","n_samples","h2","prop_effect","S","flb","mse","rmse","rel_mse","flb_error","mse_error","rmse_error","rel_mse_error","method"
"1",30000,0.3,0.01,-1,0.959471496770965,-0.00184128610496541,-0.0359039902067641,-0.968876714534228,0.00880765642900518,0.000107111837365053,0.00121596540027931,0.00380801343014868,"EB"
"51",3e+05,0.3,0.01,-1,0.606001752401309,-2.26126351229466e-05,-0.00193210897707973,-0.486267884614699,0.00830110656201901,1.76399460109922e-06,0.000127540629222058,0.021108586727286,"EB"
"101",30000,0.8,0.01,-1,0.788762176203633,-0.000958946486681102,-0.0200505895602247,-0.832343358209339,0.0174294890366326,5.90777086433413e-05,0.000898837889623827,0.0140593147565429,"EB"
"151",3e+05,0.8,0.01,-1,0.545277369878939,-1.05021753041956e-05,-0.000988859667999985,-0.3114748773001,0.014475674709667,9.63779308260093e-07,8.30296580298198e-05,0.0203661735370067,"EB"
"201",30000,0.3,0.001,-1,0.78158167333219,-0.00120844236282373,-0.0225611179822086,-0.833353563442532,0.0191743424991259,6.82742947307093e-05,0.00119525394284735,0.0209627257506478,"EB"
"251",3e+05,0.3,0.001,-1,0.611102209992487,-7.69982043687546e-05,-0.00522601085156005,-0.772536244479312,0.0199773117881021,5.89365352725256e-06,0.000324628423302379,0.0224898233764529,"EB"
"301",30000,0.8,0.001,-1,0.694568102088674,-0.000906061727601542,-0.0180132447196038,-0.776154765972232,0.0212516236091831,6.27244819084561e-05,0.000998302190677155,0.0217228330148391,"EB"
"351",3e+05,0.8,0.001,-1,0.571361209842473,-7.1358792322976e-05,-0.00501062815608388,-0.769535559141911,0.0150217964479768,4.94109604042916e-06,0.000292108795779598,0.022322886945905,"EB"
"401",30000,0.3,0.01,0,0.963048152942601,-0.00184244399825392,-0.0363694915303095,-0.972986219972261,0.0093051545802105,9.65526152234182e-05,0.00104866534392854,0.00416152336356508,"EB"
"451",3e+05,0.3,0.01,0,0.605151684532836,-2.5146671702464e-05,-0.00231978597688556,-0.580786811694154,0.00813858032294192,1.4601589006287e-06,0.00010106836583872,0.0152471008197704,"EB"
