"","n_samples","h2","prop_effect","S","flb","mse","rmse","rel_mse","flb_error","mse_error","rmse_error","rel_mse_error","method"
"1",30000,0.3,0.01,-1,0.999597583883923,-0.023344670927436,-0.023344670927436,-0.992149585529426,0.000848369809240188,0.00193641495231554,0.00193641495231554,0.00473566054748633,"EB"
"11",3e+05,0.3,0.01,-1,0.720691099155438,-0.000786794419688047,-0.000786794419688047,-0.699379012105412,0.0164481005613193,3.26387716534184e-05,3.26387716534184e-05,0.0145293630470373,"EB"
"21",30000,0.8,0.01,-1,0.732174474430815,-0.00855312163274235,-0.00855312163274235,-0.717432022069685,0.0128647490781546,0.000391555875509244,0.000391555875509244,0.0139545068166895,"EB"
"31",3e+05,0.8,0.01,-1,0.537165753997136,-0.000103582370901714,-0.000103582370901714,-0.268311027752161,0.0136491873150408,1.34444428533202e-05,1.34444428533202e-05,0.0245714030727743,"EB"
"41",30000,0.3,0.001,-1,0.923586714131314,-0.0197622570910782,-0.0197622570910782,-0.914948567119048,0.00913153672644628,0.00115505229252733,0.00115505229252733,0.0159751319689094,"EB"
"51",3e+05,0.3,0.001,-1,0.671929218009474,-0.000950287796606471,-0.000950287796606471,-0.759706908003812,0.0253974830391068,7.049165598329e-05,7.049165598329e-05,0.031332038177255,"EB"
"61",30000,0.8,0.001,-1,0.680617989949621,-0.0101150784540129,-0.0101150784540129,-0.76871156344855,0.0159579612993347,0.000757902513830975,0.000757902513830975,0.0189111488822687,"EB"
"71",3e+05,0.8,0.001,-1,0.568871216429781,-0.000743780731830841,-0.000743780731830841,-0.735154103802309,0.01537680162938,5.00706460577658e-05,5.00706460577658e-05,0.0279166296589025,"EB"
"81",30000,0.3,0.01,0,0.998852312256051,-0.0237150558107209,-0.0237150558107209,-0.99308664090451,0.00136539960594589,0.00108000989452202,0.00108000989452202,0.00210960168229592,"EB"
"91",3e+05,0.3,0.01,0,0.716764959434391,-0.000817448098586587,-0.000817448098586587,-0.759135084849505,0.0089314713095081,4.52659003458724e-05,4.52659003458724e-05,0.0128214599658338,"EB"
"101",30000,0.8,0.01,0,0.717083387962267,-0.00828878094460876,-0.00828878094460876,-0.764134796204339,0.00853163497076349,0.000564919301861726,0.000564919301861726,0.0124617291363978,"EB"
"111",3e+05,0.8,0.01,0,0.545846772012394,-0.000122688244374251,-0.000122688244374251,-0.356342377117861,0.00985755353224234,7.89705212203336e-06,7.89705212203336e-06,0.0137342403889902,"EB"
"121",30000,0.3,0.001,0,0.908885627934861,-0.0199460908086092,-0.0199460908086092,-0.942126699309165,0.00820847024303341,0.00106033389344389,0.00106033389344389,0.00638337296662964,"EB"
"131",3e+05,0.3,0.001,0,0.675922474904295,-0.00103248303271553,-0.00103248303271553,-0.811938490687014,0.0155996016532425,6.19592523508609e-05,6.19592523508609e-05,0.0180730651447783,"EB"
"141",30000,0.8,0.001,0,0.6882539019543,-0.0106852060764665,-0.0106852060764665,-0.811088640809441,0.0115036369405557,0.000483004773863117,0.000483004773863117,0.00945077773243941,"EB"
"151",3e+05,0.8,0.001,0,0.564807530097694,-0.000772554981131246,-0.000772554981131246,-0.739799501190662,0.0187826154228421,4.18313034639484e-05,4.18313034639484e-05,0.0292017108047281,"EB"
"161",30000,0.3,0.01,1,0.998235459371234,-0.0232555056828562,-0.0232555056828562,-0.993930818765441,0.00194541250024254,0.00121342869326155,0.00121342869326155,0.00196308490800201,"EB"
"171",3e+05,0.3,0.01,1,0.693164814583151,-0.000725830497828699,-0.000725830497828699,-0.749137772469696,0.00976936523471146,2.76060883243834e-05,2.76060883243834e-05,0.0131593249903288,"EB"
"181",30000,0.8,0.01,1,0.706280357262707,-0.00795343252864875,-0.00795343252864875,-0.763136357589215,0.0142128592071415,0.000619274689119512,0.000619274689119512,0.0112510032432226,"EB"
"191",3e+05,0.8,0.01,1,0.531200122800652,-0.000147800761684445,-0.000147800761684445,-0.428157011054531,0.0170195199421935,1.10578452309475e-05,1.10578452309475e-05,0.0119808987468426,"EB"
"201",30000,0.3,0.001,1,0.914374887945901,-0.0195263919091275,-0.0195263919091275,-0.940855246372672,0.00819342111605796,0.000701574611631083,0.000701574611631083,0.0101571840575674,"EB"
"211",3e+05,0.3,0.001,1,0.697237372461144,-0.0011308820080322,-0.0011308820080322,-0.844607436038876,0.0158295722845795,4.84750992319854e-05,4.84750992319854e-05,0.0135127798445476,"EB"
"221",30000,0.8,0.001,1,0.682817306833336,-0.0115201007752592,-0.0115201007752592,-0.847341989830932,0.0225637382400193,0.000434686986935474,0.000434686986935474,0.00851409973423714,"EB"
"231",3e+05,0.8,0.001,1,0.57291994519026,-0.000817552653135176,-0.000817552653135176,-0.764538413479586,0.0103110661864737,7.20650505626668e-05,7.20650505626668e-05,0.0150480200107898,"EB"
"12",30000,0.3,0.01,-1,0.999597583883923,-0.02343503334271,-0.02343503334271,-0.995924008873581,0.000848369809240188,0.00196051680162992,0.00196051680162992,0.00190452302435677,"FIQT"
"112",3e+05,0.3,0.01,-1,0.656087827743663,-0.000750732531304408,-0.000750732531304408,-0.667236078082334,0.0135689255689101,3.83823667935145e-05,3.83823667935145e-05,0.0214627069131246,"FIQT"
"212",30000,0.8,0.01,-1,0.669729820661399,-0.00827298788646047,-0.00827298788646047,-0.693834176193768,0.00787426736864881,0.000415887737114922,0.000415887737114922,0.0155122390484456,"FIQT"
"311",3e+05,0.8,0.01,-1,0.332758635849435,-1.89762900182212e-05,-1.89762900182212e-05,-0.0480238332298,0.00493038546929528,1.46475442571228e-05,1.46475442571228e-05,0.0349608327190317,"FIQT"
"411",30000,0.3,0.001,-1,0.9064785158815,-0.0199965083347432,-0.0199965083347432,-0.925690799282256,0.00862538017777209,0.00120059337053121,0.00120059337053121,0.0149702561604289,"FIQT"
"511",3e+05,0.3,0.001,-1,0.584746739807599,-0.000849688459517836,-0.000849688459517836,-0.679260043611966,0.0155680751269458,6.77580346104434e-05,6.77580346104434e-05,0.0332056126624284,"FIQT"
"611",30000,0.8,0.001,-1,0.59130828356596,-0.00905619424375987,-0.00905619424375987,-0.688366850747609,0.00838572577910831,0.000698677397732991,0.000698677397732991,0.0243572839071657,"FIQT"
"711",3e+05,0.8,0.001,-1,0.429559619799817,-0.000698860967592342,-0.000698860967592342,-0.691026426894647,0.0106217733490906,3.77505268275242e-05,3.77505268275242e-05,0.0175320958947517,"FIQT"
"811",30000,0.3,0.01,0,0.998276484868178,-0.0237924462239046,-0.0237924462239046,-0.996310552480618,0.0014265384632951,0.00109136304765536,0.00109136304765536,0.00118317892460274,"FIQT"
