"","sim","n_samples","h2","prop_effect","S","flb","mse","rmse","rel_mse","method"
"1",1,30000,0.3,0.01,-1,0.881428571428571,-0.00160024124512926,-0.0285959981144343,-0.895268509865485,"EB"
"2",2,30000,0.3,0.01,-1,0.901197604790419,-0.00149890136622559,-0.0276272361027368,-0.894250434836072,"EB"
"3",3,30000,0.3,0.01,-1,0.900837988826816,-0.00165687728854458,-0.0298733603820476,-0.910077382803972,"EB"
"4",4,30000,0.3,0.01,-1,0.913897280966767,-0.00153731242871243,-0.028617990247827,-0.907065323245366,"EB"
"5",5,30000,0.3,0.01,-1,0.887675507020281,-0.00146630395688381,-0.027917384638382,-0.906433701244884,"EB"
"6",6,30000,0.3,0.01,-1,0.910948905109489,-0.00160306492711008,-0.0295924126753911,-0.913897212914294,"EB"
"7",7,30000,0.3,0.01,-1,0.894245723172628,-0.00161569707683969,-0.0282884991305251,-0.886071563278551,"EB"
"8",8,30000,0.3,0.01,-1,0.882697947214076,-0.0016601692681713,-0.0295957352192954,-0.904369322099963,"EB"
"9",9,30000,0.3,0.01,-1,0.885245901639344,-0.00147595238511011,-0.0266690012570991,-0.877755598221574,"EB"
"10",10,30000,0.3,0.01,-1,0.871632329635499,-0.00144963866843234,-0.0272810220157444,-0.896623692763746,"EB"
"11",11,30000,0.3,0.01,-1,0.888719512195122,-0.00171609709271054,-0.0295077867725249,-0.893196902561394,"EB"
"12",12,30000,0.3,0.01,-1,0.889776357827476,-0.00170144201595536,-0.0301405010257341,-0.907680629491617,"EB"
"13",13,30000,0.3,0.01,-1,0.902511078286558,-0.00175625640325929,-0.0315212758828401,-0.923077897559173,"EB"
"14",14,30000,0.3,0.01,-1,0.864615384615385,-0.00172633807826964,-0.0288473708700698,-0.87785837849612,"EB"
"15",15,30000,0.3,0.01,-1,0.897360703812317,-0.00158099342694356,-0.0293242400029516,-0.912729353609478,"EB"
"16",16,30000,0.3,0.01,-1,0.880239520958084,-0.00161536902034026,-0.029150175009594,-0.903533757915387,"EB"
"17",17,30000,0.3,0.01,-1,0.90527950310559,-0.00174672431142729,-0.0316511448951775,-0.92654310266358,"EB"
"18",18,30000,0.3,0.01,-1,0.888081395348837,-0.00155103266592453,-0.0269680338317284,-0.869270255433143,"EB"
"19",19,30000,0.3,0.01,-1,0.877266387726639,-0.00167203529790204,-0.0300659582075202,-0.911097339362569,"EB"
"20",20,30000,0.3,0.01,-1,0.882706766917293,-0.00165225180225919,-0.0294259739615647,-0.902481405267638,"EB"
"21",21,30000,0.3,0.01,-1,0.902587519025875,-0.00163273675035524,-0.0297636598420695,-0.912065902307593,"EB"
"22",22,30000,0.3,0.01,-1,0.907352941176471,-0.00155669959401386,-0.0289319786701937,-0.909620487627968,"EB"
"23",23,30000,0.3,0.01,-1,0.892355694227769,-0.00162459058557724,-0.0295279150093111,-0.909097367608551,"EB"
"24",24,30000,0.3,0.01,-1,0.886292834890966,-0.00160992528063631,-0.0297120447786707,-0.914913432511578,"EB"
"25",25,30000,0.3,0.01,-1,0.845688350983359,-0.00156643796696781,-0.0279236361568424,-0.88756288427655,"EB"
"26",26,30000,0.3,0.01,-1,0.88719512195122,-0.00152127221861683,-0.0280512195418013,-0.898762502816818,"EB"
"27",27,30000,0.3,0.01,-1,0.861685214626391,-0.00143043597513922,-0.0265089982462947,-0.883622933038928,"EB"
"28",28,30000,0.3,0.01,-1,0.894817073170732,-0.00167671285476401,-0.0300859935428123,-0.910700008855901,"EB"
"29",29,30000,0.3,0.01,-1,0.882716049382716,-0.00169049323255185,-0.0299775529434486,-0.906467833527093,"EB"
"30",30,30000,0.3,0.01,-1,0.885022692889561,-0.00159635991275669,-0.0278120693562837,-0.879443527756516,"EB"
"31",31,30000,0.3,0.01,-1,0.87906976744186,-0.00159945449472608,-0.0295308892351318,-0.913385030651852,"EB"
"32",32,30000,0.3,0.01,-1,0.885271317829457,-0.00141657340055403,-0.0267302750843151,-0.891468523461219,"EB"
"33",33,30000,0.3,0.01,-1,0.89894419306184,-0.00153406916607818,-0.0289969778654853,-0.914791215469747,"EB"
"34",34,30000,0.3,0.01,-1,0.888535031847134,-0.0012947669977547,-0.0251118965939879,-0.881008864791859,"EB"
"35",35,30000,0.3,0.01,-1,0.901287553648069,-0.00150258204935993,-0.0283001623415253,-0.90720760613368,"EB"
"36",36,30000,0.3,0.01,-1,0.889880952380952,-0.00155277505550742,-0.0287094315807766,-0.90606004613926,"EB"
"37",37,30000,0.3,0.01,-1,0.894117647058824,-0.00162578006059765,-0.0300446408960748,-0.918213069325789,"EB"
"38",38,30000,0.3,0.01,-1,0.871175523349436,-0.00153372138853172,-0.0284470313168565,-0.904383187166259,"EB"
"39",39,30000,0.3,0.01,-1,0.892586989409985,-0.00176249487363267,-0.030834220032428,-0.910491898975741,"EB"
"40",40,30000,0.3,0.01,-1,0.881673881673882,-0.0015810256681348,-0.0280813291419153,-0.888155520309266,"EB"
"41",41,30000,0.3,0.01,-1,0.88855421686747,-0.00162274195841323,-0.0293602960820049,-0.906271448078936,"EB"
"42",42,30000,0.3,0.01,-1,0.897674418604651,-0.00161487511885443,-0.0287599270942982,-0.895942512864999,"EB"
"43",43,30000,0.3,0.01,-1,0.905132192846034,-0.00161987193509361,-0.0306970325637495,-0.93006708641735,"EB"
"44",44,30000,0.3,0.01,-1,0.891104294478528,-0.00145857142358162,-0.0269793394844457,-0.888318611202263,"EB"
"45",45,30000,0.3,0.01,-1,0.893351800554017,-0.00161251905509019,-0.0299604845387217,-0.918889461512166,"EB"
"46",46,30000,0.3,0.01,-1,0.890029325513196,-0.00156594609758133,-0.0285756603345299,-0.901069437330752,"EB"
"47",47,30000,0.3,0.01,-1,0.890207715133531,-0.00156702919449673,-0.028663446479593,-0.902607441596826,"EB"
"48",48,30000,0.3,0.01,-1,0.860719874804382,-0.00143671849640363,-0.0269787711005435,-0.892753770603182,"EB"
"49",49,30000,0.3,0.01,-1,0.908270676691729,-0.00164971031682385,-0.0304117145886273,-0.920737433183379,"EB"
"50",50,30000,0.3,0.01,-1,0.869631901840491,-0.0015004151090506,-0.0268549463095752,-0.876974555057442,"EB"
"51",1,3e+05,0.3,0.01,-1,0.606456571867794,-2.80076350170366e-05,-0.00223634610560051,-0.514224678476134,"EB"
"52",2,3e+05,0.3,0.01,-1,0.603545831761599,-2.71634979478583e-05,-0.00218786084808655,-0.509491589503251,"EB"
"53",3,3e+05,0.3,0.01,-1,0.618133935289692,-3.09467623119841e-05,-0.0024190653733631,-0.534942241963157,"EB"
"54",4,3e+05,0.3,0.01,-1,0.606094808126411,-2.92721304332817e-05,-0.00224370330301711,-0.500837144288046,"EB"
"55",5,3e+05,0.3,0.01,-1,0.608910891089109,-2.96752193160825e-05,-0.00228762463332268,-0.509756099422496,"EB"
"56",6,3e+05,0.3,0.01,-1,0.606048856145793,-2.55990510721593e-05,-0.00201890353354067,-0.473950383639892,"EB"
"57",7,3e+05,0.3,0.01,-1,0.597862145226686,-2.53652299581911e-05,-0.00207394109837145,-0.49586120350499,"EB"
"58",8,3e+05,0.3,0.01,-1,0.614626752557787,-2.89316734496799e-05,-0.0021793091654862,-0.484506587130033,"EB"
"59",9,3e+05,0.3,0.01,-1,0.599693251533742,-2.96368002478145e-05,-0.0023645139174254,-0.534079399005457,"EB"
"60",10,3e+05,0.3,0.01,-1,0.626532083633742,-3.01655714907784e-05,-0.00243119102509415,-0.547982474321445,"EB"
"61",11,3e+05,0.3,0.01,-1,0.603500761035008,-2.92591241620656e-05,-0.00228662116482929,-0.51449334679145,"EB"
"62",12,3e+05,0.3,0.01,-1,0.60327743902439,-3.12246370426181e-05,-0.00245607808664314,-0.542783926911786,"EB"
"63",13,3e+05,0.3,0.01,-1,0.607156308851224,-2.9181570840974e-05,-0.00234041707182244,-0.532255350454903,"EB"
"64",14,3e+05,0.3,0.01,-1,0.60152380952381,-3.27741308079108e-05,-0.00247852198591198,-0.531732869414537,"EB"
"65",15,3e+05,0.3,0.01,-1,0.614015572858732,-3.09045115073537e-05,-0.00237921825805054,-0.523377139507662,"EB"
"66",16,3e+05,0.3,0.01,-1,0.596270928462709,-2.69653486181106e-05,-0.00207705513351612,-0.475600487236024,"EB"
"67",17,3e+05,0.3,0.01,-1,0.598501872659176,-3.09204401632195e-05,-0.00238952312499012,-0.526317863017936,"EB"
"68",18,3e+05,0.3,0.01,-1,0.595712673937571,-2.5626810365836e-05,-0.00201340849093863,-0.471706955579913,"EB"
"69",19,3e+05,0.3,0.01,-1,0.628496829541216,-3.21472086096471e-05,-0.00251868625906537,-0.550596267967851,"EB"
"70",20,3e+05,0.3,0.01,-1,0.596051632498102,-2.72262482702187e-05,-0.00220907661179673,-0.515572448087358,"EB"
"71",21,3e+05,0.3,0.01,-1,0.616829451540195,-3.43128972590797e-05,-0.00251475380474013,-0.525614734718813,"EB"
"72",22,3e+05,0.3,0.01,-1,0.612561483163072,-2.97759841325022e-05,-0.00228623705606443,-0.508114365556291,"EB"
"73",23,3e+05,0.3,0.01,-1,0.609410864575363,-3.00893470848652e-05,-0.00232314814130433,-0.515826380732742,"EB"
"74",24,3e+05,0.3,0.01,-1,0.615589353612167,-2.75603988825345e-05,-0.00222533064014392,-0.516456775760041,"EB"
