"","n_samples","h2","prop_effect","S","flb","mse","rel_mse","flb_error","mse_error","rel_mse_error","method"
"1",30000,0.3,0.01,-1,0.25,-0.5,-0.5,0.444261658319319,0.888523316638639,0.888523316638639,"EB"
"21",3e+05,0.3,0.01,-1,678.1,0.75488190951217,0.286592059777119,693.452605294316,0.437801051484175,0.46563453614968,"EB"
"41",30000,0.8,0.01,-1,25.85,0.0982373663448187,-0.239746638861072,26.5731859310531,0.922795672546674,0.689128949063925,"EB"
"61",3e+05,0.8,0.01,-1,378.25,0.626821333569408,0.054859693338083,254.849155590642,0.0980948378594308,0.0275213437212102,"EB"
"81",30000,0.3,0.001,-1,0.2,-0.6,-0.6,0.410391340834062,0.820782681668123,0.820782681668123,"EB"
"101",3e+05,0.3,0.001,-1,671.65,0.83313511592393,0.27182841028319,683.835643149803,0.158542267536268,0.269056507859801,"EB"
"121",30000,0.8,0.001,-1,28.2,-0.108740276146325,-0.446262829450876,29.193726795504,0.915434717749164,0.568766925986055,"EB"
"141",3e+05,0.8,0.001,-1,357.95,0.6203644547289,0.0475769592433197,233.883118582541,0.0770437286496834,0.0248032812428294,"EB"
"161",30000,0.3,0.01,0,0.35,-0.5,-0.525,0.670820393249937,0.888523316638639,0.850309541161026,"EB"
"181",3e+05,0.3,0.01,0,675.85,0.811462679367808,0.214314071995587,685.436109733297,0.156217036916479,0.245180729040812,"EB"
"201",30000,0.8,0.01,0,32.3,-0.0206681056734981,-0.35689610159978,33.3531344696022,0.910797218791747,0.630055041412513,"EB"
"221",3e+05,0.8,0.01,0,333.45,0.61131443090454,0.0522610390847404,204.655159257045,0.0680406170618863,0.0288776318249442,"EB"
"241",30000,0.3,0.001,0,0,0,0,0,0,0,"EB"
"261",3e+05,0.3,0.001,0,0,0,0,0,0,0,"EB"
"281",30000,0.8,0.001,0,0,0,0,0,0,0,"EB"
"301",3e+05,0.8,0.001,0,0,0,0,0,0,0,"EB"
"321",30000,0.3,0.01,1,0,0,0,0,0,0,"EB"
"341",3e+05,0.3,0.01,1,0,0,0,0,0,0,"EB"
"361",30000,0.8,0.01,1,0,0,0,0,0,0,"EB"
"381",3e+05,0.8,0.01,1,0,0,0,0,0,0,"EB"
"401",30000,0.3,0.001,1,0,0,0,0,0,0,"EB"
"421",3e+05,0.3,0.001,1,0,0,0,0,0,0,"EB"
"441",30000,0.8,0.001,1,0,0,0,0,0,0,"EB"
"461",3e+05,0.8,0.001,1,0,0,0,0,0,0,"EB"
"11",30000,0.3,0.01,-1,-0.747572372775323,NA,NA,0.448657946580213,NA,NA,"rep"
"211",3e+05,0.3,0.01,-1,-0.0414124938553656,NA,NA,0.225899263786216,NA,NA,"rep"
"411",30000,0.8,0.01,-1,-0.397455318771846,NA,NA,0.504811956750559,NA,NA,"rep"
"611",3e+05,0.8,0.01,-1,0.00127246304570229,NA,NA,0.00119916090100424,NA,NA,"rep"
"811",30000,0.3,0.001,-1,-0.79810127390163,NA,NA,0.414330855296377,NA,NA,"rep"
"1011",3e+05,0.3,0.001,-1,0.00203661686003976,NA,NA,0.00224964297843933,NA,NA,"rep"
"1211",30000,0.8,0.001,-1,-0.499929642222571,NA,NA,0.513061362011554,NA,NA,"rep"
"1411",3e+05,0.8,0.001,-1,0.000659393652777297,NA,NA,0.000551435880693354,NA,NA,"rep"
"1611",30000,0.3,0.01,0,-0.748305571915782,NA,NA,0.447309375052996,NA,NA,"rep"
"1811",3e+05,0.3,0.01,0,0.00160553187518845,NA,NA,0.00176439764029239,NA,NA,"rep"
"2011",30000,0.8,0.01,0,-0.448534415380111,NA,NA,0.511814654914694,NA,NA,"rep"
"2211",3e+05,0.8,0.01,0,0.000579775919317129,NA,NA,0.000498412378405317,NA,NA,"rep"
"2411",30000,0.3,0.001,0,0,0,0,0,0,0,"rep"
"2611",3e+05,0.3,0.001,0,0,0,0,0,0,0,"rep"
"2811",30000,0.8,0.001,0,0,0,0,0,0,0,"rep"
"3011",3e+05,0.8,0.001,0,0,0,0,0,0,0,"rep"
"3211",30000,0.3,0.01,1,0,0,0,0,0,0,"rep"
"3411",3e+05,0.3,0.01,1,0,0,0,0,0,0,"rep"
"3611",30000,0.8,0.01,1,0,0,0,0,0,0,"rep"
"3811",3e+05,0.8,0.01,1,0,0,0,0,0,0,"rep"
"4011",30000,0.3,0.001,1,0,0,0,0,0,0,"rep"
"4211",3e+05,0.3,0.001,1,0,0,0,0,0,0,"rep"
"4411",30000,0.8,0.001,1,0,0,0,0,0,0,"rep"
"4611",3e+05,0.8,0.001,1,0,0,0,0,0,0,"rep"
"12",30000,0.3,0.01,-1,NA,NA,NA,NA,NA,NA,"UMVCUE"
