"","sim","n_samples","h2","prop_effect","S","flb","mse","rmse","rel_mse","method"
"1",1,30000,0.3,0.01,-1,0.963875205254516,-0.00175236700362547,-0.0337077782466287,-0.954500408184312,"EB"
"2",2,30000,0.3,0.01,-1,0.960330578512397,-0.00157505426014079,-0.0332817474721162,-0.969648105518066,"EB"
"3",3,30000,0.3,0.01,-1,0.951585976627713,-0.00160890620533962,-0.0334642744307258,-0.967880259688504,"EB"
"4",4,30000,0.3,0.01,-1,0.968,-0.00182341869245249,-0.035981284956997,-0.971242270065103,"EB"
"5",5,30000,0.3,0.01,-1,0.952879581151832,-0.00177136882891169,-0.0351500295476346,-0.968242881695057,"EB"
"6",6,30000,0.3,0.01,-1,0.959546925566343,-0.00208544314869553,-0.0385258299678793,-0.971634929150965,"EB"
"7",7,30000,0.3,0.01,-1,0.97098976109215,-0.00186000876616563,-0.0365777392277479,-0.973347998813522,"EB"
"8",8,30000,0.3,0.01,-1,0.957095709570957,-0.00197080923183035,-0.0370370425054246,-0.967878627041861,"EB"
"9",9,30000,0.3,0.01,-1,0.954081632653061,-0.00189683441752923,-0.0370154915108425,-0.974009579771181,"EB"
"10",10,30000,0.3,0.01,-1,0.946902654867257,-0.00178936327788227,-0.0359510268642521,-0.974004683601164,"EB"
"11",11,30000,0.3,0.01,-1,0.957746478873239,-0.00173404859513025,-0.0347940928106253,-0.968404541899038,"EB"
"12",12,30000,0.3,0.01,-1,0.950680272108844,-0.00187985672385593,-0.0362830823171737,-0.968931142719256,"EB"
"13",13,30000,0.3,0.01,-1,0.976744186046512,-0.00182538058171385,-0.0353478485790414,-0.964919855916747,"EB"
"14",14,30000,0.3,0.01,-1,0.942567567567568,-0.00174025218176532,-0.0349961065160561,-0.969768789363806,"EB"
"15",15,30000,0.3,0.01,-1,0.957166392092257,-0.00186380583840615,-0.0364902255251624,-0.972252235586588,"EB"
"16",16,30000,0.3,0.01,-1,0.969502407704655,-0.00192815938351785,-0.0371841866807426,-0.972853701814532,"EB"
"17",17,30000,0.3,0.01,-1,0.959501557632399,-0.00174356856506093,-0.0350919317534157,-0.970367093185374,"EB"
"18",18,30000,0.3,0.01,-1,0.970443349753695,-0.00195118898771219,-0.0376146328252581,-0.974612464407138,"EB"
"19",19,30000,0.3,0.01,-1,0.955298013245033,-0.00189260242819165,-0.0366716864206131,-0.971369350621949,"EB"
"20",20,30000,0.3,0.01,-1,0.959481361426256,-0.00169637151413044,-0.0343321523000199,-0.967579642277963,"EB"
"21",21,30000,0.3,0.01,-1,0.969491525423729,-0.00186825928261046,-0.0357070748881672,-0.964376463616294,"EB"
"22",22,30000,0.3,0.01,-1,0.96523178807947,-0.00185520419308127,-0.0362172962393739,-0.970545618815924,"EB"
"23",23,30000,0.3,0.01,-1,0.961666666666667,-0.00188457846049992,-0.0358255595070065,-0.963998481316334,"EB"
"24",24,30000,0.3,0.01,-1,0.943089430894309,-0.00182355642857132,-0.0351663122139817,-0.963220834879509,"EB"
"25",25,30000,0.3,0.01,-1,0.976340694006309,-0.00201035515776062,-0.0377184027569521,-0.970696345389189,"EB"
"26",26,30000,0.3,0.01,-1,0.953150242326333,-0.0016407702952624,-0.0331502958452684,-0.960887711809722,"EB"
"27",27,30000,0.3,0.01,-1,0.961730449251248,-0.00183128994321886,-0.0353262488330188,-0.964110513299116,"EB"
"28",28,30000,0.3,0.01,-1,0.948675496688742,-0.00180557125073104,-0.0357453437103297,-0.970692720030748,"EB"
"29",29,30000,0.3,0.01,-1,0.952782462057336,-0.00193936946005625,-0.0370673674213563,-0.970883213965968,"EB"
"30",30,30000,0.3,0.01,-1,0.971807628524046,-0.00186387325534436,-0.0354705348456801,-0.96235900557568,"EB"
"31",31,30000,0.3,0.01,-1,0.954849498327759,-0.0018217476218373,-0.0362039784379537,-0.973386643928294,"EB"
"32",32,30000,0.3,0.01,-1,0.9609375,-0.00202290127398751,-0.0377005440061352,-0.969493819140374,"EB"
"33",33,30000,0.3,0.01,-1,0.96545768566494,-0.00179373894039577,-0.0356212072336393,-0.970629058323838,"EB"
"34",34,30000,0.3,0.01,-1,0.951890034364261,-0.00180128759327526,-0.0357963016618221,-0.971554847016794,"EB"
"35",35,30000,0.3,0.01,-1,0.947115384615385,-0.00192466241983425,-0.0367002793196177,-0.968813288597178,"EB"
"36",36,30000,0.3,0.01,-1,0.96474358974359,-0.00182988113854338,-0.0355349439246393,-0.966368756468811,"EB"
"37",37,30000,0.3,0.01,-1,0.956081081081081,-0.00190026219592988,-0.0366517965669004,-0.970521325741839,"EB"
"38",38,30000,0.3,0.01,-1,0.96411856474259,-0.00198233953474157,-0.036971233990651,-0.966230478762124,"EB"
"39",39,30000,0.3,0.01,-1,0.962900505902192,-0.00194404566159296,-0.0372718488935436,-0.972290627574777,"EB"
"40",40,30000,0.3,0.01,-1,0.967032967032967,-0.00183464128800421,-0.03535510315861,-0.964074807079964,"EB"
"41",41,30000,0.3,0.01,-1,0.966205837173579,-0.00184491490336845,-0.036142538544981,-0.970783202249457,"EB"
"42",42,30000,0.3,0.01,-1,0.949152542372881,-0.0017639147365015,-0.0348487954629282,-0.965963465378616,"EB"
"43",43,30000,0.3,0.01,-1,0.951585976627713,-0.00170081511981813,-0.0344654293830096,-0.968468130110655,"EB"
"44",44,30000,0.3,0.01,-1,0.957654723127036,-0.0018988321808412,-0.0365591622486549,-0.969799304342895,"EB"
"45",45,30000,0.3,0.01,-1,0.95578231292517,-0.00170355050039812,-0.0345379101794779,-0.968912854345405,"EB"
"46",46,30000,0.3,0.01,-1,0.971337579617834,-0.0018665172076885,-0.0361117147066456,-0.968529061803481,"EB"
"47",47,30000,0.3,0.01,-1,0.948717948717949,-0.00186306677804788,-0.0362766784199408,-0.970386739537947,"EB"
"48",48,30000,0.3,0.01,-1,0.953767123287671,-0.00180147129363136,-0.0356247447024411,-0.969942840416429,"EB"
"49",49,30000,0.3,0.01,-1,0.9792663476874,-0.00178958881917321,-0.0356113235588598,-0.970921363719792,"EB"
"50",50,30000,0.3,0.01,-1,0.956591639871383,-0.00206448968146614,-0.0383213492182643,-0.971545642152117,"EB"
"51",1,3e+05,0.3,0.01,-1,0.60200364298725,-2.3728231129403e-05,-0.00200346332297965,-0.495005009922574,"EB"
"52",2,3e+05,0.3,0.01,-1,0.617459836314035,-2.30788028044449e-05,-0.00189824037411123,-0.467234643294883,"EB"
"53",3,3e+05,0.3,0.01,-1,0.602137404580153,-2.48410724976184e-05,-0.00216053829107765,-0.532654177013211,"EB"
"54",4,3e+05,0.3,0.01,-1,0.593730792870313,-2.21266581732172e-05,-0.00191307919110511,-0.48714236343812,"EB"
"55",5,3e+05,0.3,0.01,-1,0.605311355311355,-2.26675018108645e-05,-0.00191968911206748,-0.481143863139498,"EB"
"56",6,3e+05,0.3,0.01,-1,0.616510903426791,-2.17893503069373e-05,-0.0018968137235572,-0.486544121750254,"EB"
"57",7,3e+05,0.3,0.01,-1,0.608116293155663,-2.33504999437106e-05,-0.00197049158497475,-0.488994103562042,"EB"
"58",8,3e+05,0.3,0.01,-1,0.618675827607745,-2.41382370090661e-05,-0.00202556262388198,-0.496697999938504,"EB"
"59",9,3e+05,0.3,0.01,-1,0.60719685515573,-2.15830096815052e-05,-0.0019146219170581,-0.496428858186549,"EB"
"60",10,3e+05,0.3,0.01,-1,0.61021094466524,-2.53685856140723e-05,-0.00213359815820089,-0.515981729029123,"EB"
"61",11,3e+05,0.3,0.01,-1,0.614561027837259,-2.28249648123144e-05,-0.00185478550672571,-0.455298549313875,"EB"
"62",12,3e+05,0.3,0.01,-1,0.606463304137723,-2.4212241995056e-05,-0.00204359351366373,-0.501878549038575,"EB"
"63",13,3e+05,0.3,0.01,-1,0.6274328081557,-2.53499852082761e-05,-0.00214722243166017,-0.520825485424641,"EB"
"64",14,3e+05,0.3,0.01,-1,0.599939704552306,-2.38195634849893e-05,-0.00200381977307345,-0.493779563062721,"EB"
"65",15,3e+05,0.3,0.01,-1,0.595347413529232,-2.0281481345304e-05,-0.00176844932403802,-0.463002247377728,"EB"
"66",16,3e+05,0.3,0.01,-1,0.603453498939715,-1.85277827070412e-05,-0.0016122894595817,-0.431601668915287,"EB"
"67",17,3e+05,0.3,0.01,-1,0.609174311926606,-2.34101869727277e-05,-0.00202136256252216,-0.506070841399564,"EB"
"68",18,3e+05,0.3,0.01,-1,0.59116365899191,-1.88728049136526e-05,-0.00167991296222407,-0.452641323051122,"EB"
"69",19,3e+05,0.3,0.01,-1,0.608907870652837,-2.56336429590281e-05,-0.00215249111395231,-0.518583021145118,"EB"
"70",20,3e+05,0.3,0.01,-1,0.608947048082775,-2.4341013173591e-05,-0.00197806025020542,-0.477228006949139,"EB"
"71",21,3e+05,0.3,0.01,-1,0.596294046172539,-2.35575091564548e-05,-0.00192402713204815,-0.469439350943619,"EB"
"72",22,3e+05,0.3,0.01,-1,0.611889200124494,-1.99580770429747e-05,-0.00176851410797203,-0.468499278006147,"EB"
"73",23,3e+05,0.3,0.01,-1,0.607339449541284,-2.18868330307538e-05,-0.00187240644916956,-0.476018769295824,"EB"
"74",24,3e+05,0.3,0.01,-1,0.593105570944906,-2.52823318193731e-05,-0.00215463740928015,-0.524279849171764,"EB"
"75",25,3e+05,0.3,0.01,-1,0.607533414337789,-2.18333435749836e-05,-0.00185032118212966,-0.468716077660813,"EB"
"76",26,3e+05,0.3,0.01,-1,0.615802171290712,-2.26729928153625e-05,-0.00195665356408061,-0.494374732451392,"EB"
"77",27,3e+05,0.3,0.01,-1,0.599568434032059,-2.10754986162701e-05,-0.0018719741491479,-0.488969032078555,"EB"
"78",28,3e+05,0.3,0.01,-1,0.607575287177895,-2.26572728474227e-05,-0.00193468014064388,-0.486709207486131,"EB"
"79",29,3e+05,0.3,0.01,-1,0.618680641183724,-2.20693008007498e-05,-0.0019116786853679,-0.487536983250644,"EB"
"80",30,3e+05,0.3,0.01,-1,0.606465651227852,-2.30372494793173e-05,-0.00200496779150708,-0.505989458411849,"EB"
"81",31,3e+05,0.3,0.01,-1,0.612755569118096,-2.09549989558059e-05,-0.00187361979658106,-0.491591254170564,"EB"
"82",32,3e+05,0.3,0.01,-1,0.598151001540832,-1.92762882947284e-05,-0.00169858105683026,-0.452959099859778,"EB"
"83",33,3e+05,0.3,0.01,-1,0.60379707438531,-2.18714088553349e-05,-0.0018621999668702,-0.472502014186031,"EB"
"84",34,3e+05,0.3,0.01,-1,0.605550358590583,-2.51413458421895e-05,-0.00212402465107106,-0.515983036905972,"EB"
"85",35,3e+05,0.3,0.01,-1,0.601748567983117,-2.09459128955276e-05,-0.00177782893549951,-0.455688125707379,"EB"
"86",36,3e+05,0.3,0.01,-1,0.602486452024227,-1.95607260665177e-05,-0.00174163357451712,-0.464913083648921,"EB"
"87",37,3e+05,0.3,0.01,-1,0.608800482218204,-2.28006024561377e-05,-0.00191195578019722,-0.476329867692734,"EB"
"88",38,3e+05,0.3,0.01,-1,0.608869725900832,-2.36985433287439e-05,-0.00202689135295264,-0.503662435122489,"EB"
"89",39,3e+05,0.3,0.01,-1,0.59434255517563,-2.07377889871367e-05,-0.00180385212020188,-0.468924899146509,"EB"
"90",40,3e+05,0.3,0.01,-1,0.602283245911756,-2.05004238543221e-05,-0.00181581952970972,-0.477420414005541,"EB"
"91",41,3e+05,0.3,0.01,-1,0.61799501867995,-2.23985333809626e-05,-0.00192829139477698,-0.488408942577178,"EB"
"92",42,3e+05,0.3,0.01,-1,0.605792682926829,-2.3098762936405e-05,-0.00197399493700112,-0.494038322445188,"EB"
"93",43,3e+05,0.3,0.01,-1,0.603876438522108,-2.28778331061412e-05,-0.00188145520192973,-0.464165023750472,"EB"
"94",44,3e+05,0.3,0.01,-1,0.588307692307692,-2.29551517020207e-05,-0.00194189279961441,-0.484751882661881,"EB"
