"","n_samples","h2","prop_effect","S","flb","mse","rel_mse","flb_error","mse_error","rel_mse_error","method"
"1",30000,0.3,0.01,-1,0.671196023478573,-4.19400764079245e-05,-0.260767602415346,0.0924406671062065,3.78589696012219e-05,0.222328702798895,"EB"
"101",3e+05,0.3,0.01,-1,0.565500482062073,-1.73768513860604e-06,-0.140823646930536,0.0197782267692733,4.68570316750931e-07,0.0326763495135416,"EB"
"201",30000,0.8,0.01,-1,0.543376545165269,-2.16173369060888e-05,-0.144342873782476,0.0739403258688966,2.31523411004106e-05,0.138803838146295,"EB"
"301",3e+05,0.8,0.01,-1,0.546895676222162,-9.8625409412444e-07,-0.0821548006572283,0.0149160805964054,2.48634169761647e-07,0.0191232479671807,"EB"
"401",30000,0.3,0.001,-1,0.434338905612925,1.54761249497496e-05,0.14683253671467,0.0962404193988716,4.25549028927079e-05,0.345550657002833,"EB"
"501",3e+05,0.3,0.001,-1,0.452462749711766,-2.28522178247485e-07,-0.0177889253519742,0.0534366278222956,4.74039922091579e-07,0.0382399769326372,"EB"
"601",30000,0.8,0.001,-1,0.465136246520935,-4.23092795619486e-06,-0.0301086363163426,0.0622596612274924,1.02606024642485e-05,0.0870066266935935,"EB"
"701",3e+05,0.8,0.001,-1,0.402403010128414,7.691196388247e-07,0.062114402174497,0.0657332310234442,6.9428773671198e-07,0.0564034624129671,"EB"
"801",30000,0.3,0.01,0,0.747455809111769,-9.9844045746064e-05,-0.430421334560885,0.152718221083742,6.66531401745352e-05,0.28016025862847,"EB"
"901",3e+05,0.3,0.01,0,0.576124962954055,-1.8361391389389e-06,-0.163210729928235,0.0208872494315201,3.81549106704202e-07,0.0287025360819938,"EB"
"1001",30000,0.8,0.01,0,0.667292186684932,-5.33363475703549e-05,-0.367356238411766,0.0554758589187279,1.38398351213811e-05,0.0766061956554553,"EB"
"1101",3e+05,0.8,0.01,0,0.54348183157661,-8.97035445491233e-07,-0.0813488841983073,0.0141492962007259,1.79941019209714e-07,0.0152927816459862,"EB"
"1201",30000,0.3,0.001,0,0.462680428936237,-1.35349141119495e-06,0.00325099532671972,0.0874440656946059,2.30677737871798e-05,0.200524727042523,"EB"
"1301",3e+05,0.3,0.001,0,0.427444921212708,-1.51073412061691e-07,-0.0108748539497171,0.0439256762998463,4.05392434767247e-07,0.0319970062486976,"EB"
"1401",30000,0.8,0.001,0,0.45807886302386,-3.89303258069668e-06,-0.0304254748041819,0.0673886252022104,8.54383703766061e-06,0.0760314744617111,"EB"
"1501",3e+05,0.8,0.001,0,0.377992819892428,4.48740177502155e-07,0.0356841360080587,0.0488385975555231,5.95791020024759e-07,0.0457361569903031,"EB"
"1601",30000,0.3,0.01,1,0.75403174579455,-8.03211014329306e-05,-0.372889539513374,0.128145263494315,5.40324657213695e-05,0.221522826805123,"EB"
"1701",3e+05,0.3,0.01,1,0.569317032613756,-1.62146890501816e-06,-0.146628698918905,0.0232024078978679,4.104893741176e-07,0.0314585316288517,"EB"
"1801",30000,0.8,0.01,1,0.646180149166098,-4.34404084674987e-05,-0.313700823588605,0.0484403000636095,1.30941085166159e-05,0.0763540430836361,"EB"
"1901",3e+05,0.8,0.01,1,0.540884891126584,-8.07274314030529e-07,-0.0737292562476457,0.016410711431859,2.01949007331071e-07,0.0172058005384334,"EB"
"2001",30000,0.3,0.001,1,0.467656390971421,-2.2089079127123e-06,-0.00475486652957917,0.0927944374390212,1.98347192367745e-05,0.189121755191096,"EB"
"2101",3e+05,0.3,0.001,1,0.433336228446245,-1.22742916501495e-07,-0.00925418767588043,0.0525057415715272,3.77655131045159e-07,0.0320302029909836,"EB"
"2201",30000,0.8,0.001,1,0.457639668087719,-2.68883670080962e-06,-0.0216849119605908,0.0688768315919007,8.63622958072341e-06,0.0755224080874112,"EB"
"2301",3e+05,0.8,0.001,1,0.381497299311709,3.93524029335926e-07,0.0333601888812545,0.0497007728592828,5.69621304265021e-07,0.0464587738452488,"EB"
"11",30000,0.3,0.01,-1,0.339383047811561,5.18986385022596e-05,0.516020135649947,0.0866622339641639,7.93757321347684e-05,0.676910585774726,"FIQT"
