"","X","n_samples","h2","prop_effect","S","flb","mse","rmse","rel_mse","flb_error","mse_error","rmse_error","rel_mse_error","method"
"47",22011,30000,0.8,0.001,1,0.665631027959223,-0.000998540507383069,-0.0196482067816887,-0.804072623105067,0.016267236155646,6.86724558213202e-05,0.00100986620685025,0.0152379356498274,"EB_df"
"48",23011,3e+05,0.8,0.001,1,0.505377499265982,-3.6439785144167e-05,-0.00209257457417796,-0.380743963347102,0.0128767197887494,6.33403886203379e-06,0.000385593307691354,0.0566751444363277,"EB_df"
"49",12,30000,0.3,0.01,-1,0.940018491339399,-0.00180719414004144,-0.0337107571902044,-0.947731915574468,0.0103981744237166,0.000108732035142617,0.00148135599727021,0.00875860486372241,"EB_scam"
"50",1012,3e+05,0.3,0.01,-1,0.585352847626837,-1.91561693527681e-05,-0.0015276973358606,-0.386675370373736,0.0112901523198802,1.99972883817604e-06,0.00015183590784106,0.0307533831048687,"EB_scam"
"51",2012,30000,0.8,0.01,-1,0.753344635712542,-0.000899902856921041,-0.0174504420574384,-0.755383394888881,0.0135868614047194,5.62163529170222e-05,0.000852293538750022,0.016289089636296,"EB_scam"
"52",3012,3e+05,0.8,0.01,-1,0.465705232841485,2.86053966244284e-06,0.000237461456388997,0.0833974173263687,0.0123646180457422,1.788842988913e-06,0.000148708740951625,0.053601844467709,"EB_scam"
"53",4012,30000,0.3,0.001,-1,0.785480823824154,-0.00118862328591564,-0.0213716474932059,-0.801566694422851,0.0126993628635622,8.45027904700431e-05,0.00124804457462699,0.0203505875031474,"EB_scam"
"54",5012,3e+05,0.3,0.001,-1,0.567954513617237,-1.79384391448699e-05,-0.000963973625551774,-0.179214306890205,0.0188709118935311,1.22633461237368e-05,0.000662516749122757,0.119736510222815,"EB_scam"
"55",6012,30000,0.8,0.001,-1,0.694972456043079,-0.000839223007474817,-0.0158203609725498,-0.700518953749785,0.0526964921714466,0.000118544565873033,0.00252322914072219,0.0847669282716993,"EB_scam"
"56",7012,3e+05,0.8,0.001,-1,0.635200851563766,-4.68319329208597e-05,-0.00287227464171271,-0.507248926338854,0.0240523890932407,6.37146138331415e-06,0.000386587113572868,0.0558678181359421,"EB_scam"
"57",8012,30000,0.3,0.01,0,0.92066319215272,-0.00173357973721322,-0.0337706393212425,-0.957379060783761,0.0109415540880471,0.000103157776717422,0.00119269417585149,0.00515153660217306,"EB_scam"
"58",9012,3e+05,0.3,0.01,0,0.581367481635364,-2.33229313923146e-05,-0.00201116066824369,-0.503324353348285,0.0184211577942324,2.09746663838898e-06,0.000160303973964038,0.0273246670919152,"EB_scam"
"59",10012,30000,0.8,0.01,0,0.735103903995953,-0.000873785118272033,-0.0184061376482314,-0.805303450312155,0.0146424440141676,5.4024416871866e-05,0.00077527373553728,0.0107666598026523,"EB_scam"
"60",11012,3e+05,0.8,0.01,0,0.453790848049043,-4.21438943743164e-06,-0.00038081325795896,-0.127669996362204,0.00878134079075433,1.54030832358452e-06,0.000136306787963412,0.0422036748967975,"EB_scam"
"61",12012,30000,0.3,0.001,0,0.793533420438613,-0.00126833970038341,-0.0238257722241539,-0.854271135118507,0.0149593309628019,8.50681971386123e-05,0.00109351217240259,0.0110406517227192,"EB_scam"
"62",13012,3e+05,0.3,0.001,0,0.565549705824201,-2.25174745152843e-05,-0.00121072565617451,-0.221383818922487,0.0176248935144542,1.2367822903419e-05,0.000675438587872536,0.118982387815087,"EB_scam"
"63",14012,30000,0.8,0.001,0,0.691017624449813,-0.000894130509756332,-0.0171906975932521,-0.740564107358884,0.0262520547483033,0.000107864924006972,0.00242585781912573,0.0695266274420029,"EB_scam"
"64",15012,3e+05,0.8,0.001,0,0.628316106009323,-4.64829885188853e-05,-0.00283532976583466,-0.500898210007939,0.0231163686333412,6.13668822505488e-06,0.000365702297499764,0.0551369972933493,"EB_scam"
"65",16012,30000,0.3,0.01,1,0.901945552959516,-0.0016731586388448,-0.0325936386208221,-0.950027916869577,0.00958669594964074,8.10771294607108e-05,0.00103471875753286,0.005815565333567,"EB_scam"
"66",17012,3e+05,0.3,0.01,1,0.564430130852781,-2.455123330068e-05,-0.0021506043723421,-0.532472123892921,0.0241027513285216,2.68824556716687e-06,0.000218025066396683,0.0399273090658826,"EB_scam"
"67",18012,30000,0.8,0.01,1,0.716366086950596,-0.000831955165152074,-0.0177369379111352,-0.796410544357176,0.0119195650173815,5.32289155094035e-05,0.000751990636011113,0.0111462005351284,"EB_scam"
"68",19012,3e+05,0.8,0.01,1,0.456637893694729,-8.03853779592809e-06,-0.00075185385335874,-0.245208088658076,0.00945403952137058,1.10929879932696e-06,9.53785616978327e-05,0.0251847219832702,"EB_scam"
"69",20012,30000,0.3,0.001,1,0.802313381994162,-0.00130278955127909,-0.0245657112448197,-0.865371341163551,0.0129574613240622,8.18864877783063e-05,0.00101967048859486,0.010052103420835,"EB_scam"
"70",21012,3e+05,0.3,0.001,1,0.57117625180471,-3.68198919944624e-05,-0.00202954968770597,-0.35768832790158,0.0206389827859166,8.98732827040453e-06,0.000518464994223586,0.0811547389647305,"EB_scam"
"71",22012,30000,0.8,0.001,1,0.686989058840366,-0.000952906552646183,-0.0184088004683719,-0.76665439869509,0.0430791983371192,0.000117200933567087,0.00267648817596042,0.0749515224056296,"EB_scam"
"72",23012,3e+05,0.8,0.001,1,0.630667688804861,-5.06366770888297e-05,-0.00308417395285735,-0.529637493659665,0.0309314905663582,7.23737230675936e-06,0.000444104091879439,0.0648786875504109,"EB_scam"
"73",13,30000,0.3,0.01,-1,0.942443192963869,-0.00181372361083996,-0.0340372697608918,-0.951193998489848,0.00980990267330439,0.000107493338690004,0.00138884820529934,0.00725542261133156,"EB_gam_po"
"74",1013,3e+05,0.3,0.01,-1,0.456074775397635,-9.44986421369887e-06,-0.000707765674791013,-0.189609312695779,0.021965795431447,2.88297029023617e-06,0.000215591706676884,0.0540752188519586,"EB_gam_po"
"75",2013,30000,0.8,0.01,-1,0.739399752263058,-0.00089429248167094,-0.0172860472525913,-0.75063575444852,0.0138565331669878,5.65780174725345e-05,0.000856832521141214,0.0163825614541238,"EB_gam_po"
"76",3013,3e+05,0.8,0.01,-1,0.360999486131844,-3.8854755936349e-06,-0.000338784909911222,-0.109973911176927,0.0147699003956769,1.96375700057507e-06,0.000169699541472736,0.0540468091621167,"EB_gam_po"
"77",4013,30000,0.3,0.001,-1,0.763087148843773,-0.00117510322824307,-0.020980322258359,-0.792389761922633,0.0168308205833007,8.51479821158535e-05,0.00125788543396821,0.0208511890405561,"EB_gam_po"
"78",5013,3e+05,0.3,0.001,-1,0.510378005837801,-5.87967240486946e-05,-0.00362663362307473,-0.594016398202113,0.0160349427477614,7.98281974668927e-06,0.000518401564990553,0.0615531283130264,"EB_gam_po"
"79",6013,30000,0.8,0.001,-1,0.594180791274502,-0.000743248171051235,-0.013328029334308,-0.620039720129669,0.0133542424060605,8.94191099389941e-05,0.00164561598486573,0.0525610180846674,"EB_gam_po"
"80",7013,3e+05,0.8,0.001,-1,0.448591812879177,-2.26694756334247e-05,-0.00128769843420018,-0.242950718481324,0.0152804225693846,1.29197439952553e-05,0.000756159629517473,0.134619780392431,"EB_gam_po"
"81",8013,30000,0.3,0.01,0,0.921410452781827,-0.00173634866422322,-0.033924236066912,-0.958885900043375,0.0114509911497045,0.000103876202306189,0.00119849930111563,0.00418464454049589,"EB_gam_po"
"82",9013,3e+05,0.3,0.01,0,0.452565216474141,-1.98729136681717e-05,-0.00166268791040471,-0.428415328926291,0.016493722396323,2.05272317071616e-06,0.000149971009165288,0.0256645134557423,"EB_gam_po"
"83",10013,30000,0.8,0.01,0,0.721081173181629,-0.000873411602194965,-0.0183909752732786,-0.804919188324386,0.015458213436585,5.42878291587722e-05,0.000761114377744832,0.00915108248565023,"EB_gam_po"
"84",11013,3e+05,0.8,0.01,0,0.350906849400036,-7.67276660245831e-06,-0.00071733540324769,-0.234258231374031,0.0133655977866724,1.76965207767472e-06,0.000164444458961115,0.0481427352953742,"EB_gam_po"
"85",12013,30000,0.3,0.001,0,0.761983304406241,-0.00126679102998466,-0.0237696815961547,-0.853138115375767,0.0193447737846194,8.67391372415313e-05,0.00112161567903192,0.0104795049659839,"EB_gam_po"
"86",13013,3e+05,0.3,0.001,0,0.511389518320427,-6.08100144725661e-05,-0.00373148151629276,-0.603035764802225,0.014481114806622,8.20029572105747e-06,0.00052020183223904,0.059446736049293,"EB_gam_po"
"87",14013,30000,0.8,0.001,0,0.617266290373053,-0.000883537199165719,-0.0167713975458661,-0.732070099064809,0.0153256443771738,6.92103438460605e-05,0.00110140019826531,0.0225584117550854,"EB_gam_po"
"88",15013,3e+05,0.8,0.001,0,0.44937265395185,-1.28134007952602e-05,-0.000704930006102418,-0.135762668641133,0.0124228788524798,1.13901208927966e-05,0.000629579189052051,0.119449004067956,"EB_gam_po"
"89",16013,30000,0.3,0.01,1,0.902120731327199,-0.00167417106117928,-0.0326406353165319,-0.950594060067419,0.00880212119031792,8.11394442288834e-05,0.000983876307098858,0.00437124391191907,"EB_gam_po"
"90",17013,3e+05,0.3,0.01,1,0.447761902161322,-2.21561028055567e-05,-0.00189630206572924,-0.480099366103537,0.0123422623013318,2.36041615496896e-06,0.000170615817096914,0.026683017728255,"EB_gam_po"
"91",18013,30000,0.8,0.01,1,0.702098267564634,-0.000829499297353358,-0.0176500302293673,-0.79401684504347,0.0125660920444683,5.32758051014369e-05,0.000723422969121168,0.00869209112487158,"EB_gam_po"
"92",19013,3e+05,0.8,0.01,1,0.345188185093665,-9.38771700460822e-06,-0.000891825141877169,-0.286167807785636,0.0120870281426843,2.02177665629559e-06,0.000193637922722378,0.0550609759646161,"EB_gam_po"
"93",20013,30000,0.3,0.001,1,0.75910346133594,-0.00131009741155066,-0.0248208338741534,-0.870135500900309,0.0140497095441414,8.43147813320773e-05,0.00106885675316898,0.00895924503680335,"EB_gam_po"
"94",21013,3e+05,0.3,0.001,1,0.523716227767792,-6.89790490725717e-05,-0.00433524468501779,-0.671437085616196,0.0149547802231427,6.34210407660933e-06,0.000398753663368028,0.0395235728925501,"EB_gam_po"
"95",22013,30000,0.8,0.001,1,0.632674364167909,-0.000970709580997732,-0.0187743603360974,-0.781502281843529,0.0158532949224919,6.92776415187816e-05,0.000993384263847085,0.0144295988780056,"EB_gam_po"
"96",23013,3e+05,0.8,0.001,1,0.463679461837521,-2.9572145586326e-05,-0.00165972461700423,-0.307614341817321,0.012404021467779,8.50945591448236e-06,0.000491285256468197,0.0815309118154443,"EB_gam_po"
"97",14,30000,0.3,0.01,-1,0.94091182345878,-0.00181387244151598,-0.0340372697608918,-0.951258604826659,0.0096750014665567,0.000108021978013374,0.00138884820529934,0.00756988420653576,"EB_gam_nb"
"98",1014,3e+05,0.3,0.01,-1,0.578100920386007,-1.89764685916582e-05,-0.000707765674791013,-0.382928728069773,0.00822703218241216,1.70076663808375e-06,0.000215591706676884,0.0210450154501474,"EB_gam_nb"
"99",2014,30000,0.8,0.01,-1,0.739600202179516,-0.000894483916538427,-0.0172860472525913,-0.750796716121856,0.0137248818513662,5.65189100964759e-05,0.000856832521141214,0.016237953943294,"EB_gam_nb"
"100",3014,3e+05,0.8,0.01,-1,0.467213877549825,-5.04637707775794e-06,-0.000338784909911222,-0.14346159693088,0.0101825001125221,1.26145486001091e-06,0.000169699541472736,0.0318624801409004,"EB_gam_nb"
"101",4014,30000,0.3,0.001,-1,0.769798199398447,-0.00118071382002224,-0.020980322258359,-0.796208644078981,0.0161185577887369,8.46248908436437e-05,0.00125788543396821,0.0206984786009966,"EB_gam_nb"
"102",5014,3e+05,0.3,0.001,-1,0.595792697832988,-4.42954470542127e-05,-0.00362663362307473,-0.448147266343025,0.0183247981386604,5.3323172814387e-06,0.000518401564990553,0.0447042443932448,"EB_gam_nb"
"103",6014,30000,0.8,0.001,-1,0.692723301746314,-0.000830739603772757,-0.013328029334308,-0.69396286523038,0.0210263946038368,6.22192762599292e-05,0.00164561598486573,0.0210794288698517,"EB_gam_nb"
"104",7014,3e+05,0.8,0.001,-1,0.607038492674552,-1.94640280910032e-05,-0.00128769843420018,-0.210938455218289,0.0169087467918652,3.34544063136074e-06,0.000756159629517473,0.0325231667336388,"EB_gam_nb"
"105",8014,30000,0.3,0.01,0,0.920376130674031,-0.00173726686148062,-0.033924236066912,-0.95939103214766,0.0111787835357711,0.000103993248908263,0.00119849930111563,0.00419591398356285,"EB_gam_nb"
"106",9014,3e+05,0.3,0.01,0,0.579526861494877,-2.31488803712175e-05,-0.00166268791040471,-0.499725765555911,0.00986584704168592,1.65971655024287e-06,0.000149971009165288,0.013026668701172,"EB_gam_nb"
"107",10014,30000,0.8,0.01,0,0.722051360582132,-0.00087321593796044,-0.0183909752732786,-0.804740924042047,0.0156288741194873,5.42267234833468e-05,0.000761114377744832,0.00909772519124381,"EB_gam_nb"
"108",11014,3e+05,0.8,0.01,0,0.473686272928983,-9.06419425912202e-06,-0.00071733540324769,-0.277197066247923,0.00929572625192544,1.08710534065408e-06,0.000164444458961115,0.0227150766612571,"EB_gam_nb"
"109",12014,30000,0.3,0.001,0,0.76487379459631,-0.00126741875454905,-0.0237696815961547,-0.853578643946279,0.0196078856243667,8.68770304136676e-05,0.00112161567903192,0.0119324526861522,"EB_gam_nb"
"110",13014,3e+05,0.3,0.001,0,0.615221263958312,-4.27747854037595e-05,-0.00373148151629276,-0.424659122738649,0.0194981767973491,6.00799628866949e-06,0.00052020183223904,0.0488351575424176,"EB_gam_nb"
"111",14014,30000,0.8,0.001,0,0.685388021653277,-0.000891341261556947,-0.0167713975458661,-0.73890141463081,0.0179232045084584,5.98875239809526e-05,0.00110140019826531,0.0141015848065897,"EB_gam_nb"
"112",15014,3e+05,0.8,0.001,0,0.620761028439634,-1.74624073774825e-05,-0.000704930006102418,-0.188531109499395,0.0162024653528066,2.73094740898113e-06,0.000629579189052051,0.0277876860300989,"EB_gam_nb"
"113",16014,30000,0.3,0.01,1,0.901672384466164,-0.00167472217745868,-0.0326406353165319,-0.950907823575822,0.00913412222605562,8.11622472445438e-05,0.000983876307098858,0.00449345322883084,"EB_gam_nb"
"114",17014,3e+05,0.3,0.01,1,0.575167858287729,-2.41880268746201e-05,-0.00189630206572924,-0.524828585547686,0.0105113541915736,1.91690618050735e-06,0.000170615817096914,0.0137724372769557,"EB_gam_nb"
"115",18014,30000,0.8,0.01,1,0.705197061271198,-0.000828853223675588,-0.0176500302293673,-0.793404399529392,0.0123531759839979,5.31786444375775e-05,0.000723422969121168,0.00885960077039534,"EB_gam_nb"
"116",19014,3e+05,0.8,0.01,1,0.476926835817419,-1.06318779538686e-05,-0.000891825141877169,-0.324796252715997,0.0104642451738478,1.01637803735187e-06,0.000193637922722378,0.0192457089353136,"EB_gam_nb"
"117",20014,30000,0.3,0.001,1,0.770261284135276,-0.00129575610961842,-0.0248208338741534,-0.860790717539115,0.0218794714900101,8.34675449061938e-05,0.00106885675316898,0.0201815251764569,"EB_gam_nb"
"118",21014,3e+05,0.3,0.001,1,0.63778361223766,-4.24186611975718e-05,-0.00433524468501779,-0.413458471140702,0.0195897014777551,5.36487256320437e-06,0.000398753663368028,0.0480798422265997,"EB_gam_nb"
"119",22014,30000,0.8,0.001,1,0.689085786069875,-0.000943535672741983,-0.0187743603360974,-0.759855164309824,0.015181453781399,6.73256860306449e-05,0.000993384263847085,0.0229132391358165,"EB_gam_nb"
"120",23014,3e+05,0.8,0.001,1,0.639759368414711,-1.74628341007554e-05,-0.00165972461700423,-0.182958886516731,0.0171438813482164,2.60560631882647e-06,0.000491285256468197,0.0254257737355721,"EB_gam_nb"
"121",15,30000,0.3,0.01,-1,0.940209870236061,-0.00181529693294937,-0.0341207863864597,-0.952016994282988,0.00998135752606996,0.000107746139396732,0.00141136339177287,0.00732607044371525,"FIQT"
"122",1015,3e+05,0.3,0.01,-1,0.459407182163284,-1.12787307251905e-05,-0.00085264823743001,-0.226826179237739,0.00838634333562543,2.14786033540001e-06,0.000156318447006086,0.0356582797384934,"FIQT"
"123",2015,30000,0.8,0.01,-1,0.711934974788471,-0.000881652332064677,-0.0169228854230527,-0.739959773394672,0.0124947134873698,5.76280981116571e-05,0.000888398592671254,0.0175817349099054,"FIQT"
"124",3015,3e+05,0.8,0.01,-1,0.351101252707113,-1.63885135537251e-06,-0.000139582885221866,-0.0458405268429236,0.00610325686472068,1.24981227355768e-06,0.000106240611454933,0.034612644609251,"FIQT"
"125",4015,30000,0.3,0.001,-1,0.73249709157954,-0.00115055837782075,-0.0202948667060461,-0.775733068236984,0.0123180595113296,8.71628151291329e-05,0.00132040601356016,0.0233734818861347,"FIQT"
"126",5015,3e+05,0.3,0.001,-1,0.495321523969727,-6.78199393513559e-05,-0.0043725105861224,-0.685840287600276,0.0144079705093293,5.44062626318673e-06,0.000278396700935401,0.0211928721908116,"FIQT"
"127",6015,30000,0.8,0.001,-1,0.60363818919969,-0.000831147893667372,-0.0154799627552993,-0.693897639622352,0.0119592292750149,7.31667093252545e-05,0.00120600125897965,0.0297207647118526,"FIQT"
"128",7015,3e+05,0.8,0.001,-1,0.448013841869339,-6.49290694782142e-05,-0.0043790173441957,-0.703670831923524,0.0126608177302278,5.22423205077028e-06,0.00028066753038855,0.0215588555692136,"FIQT"
"129",8015,30000,0.3,0.01,0,0.91822940028769,-0.00174084397969106,-0.0341862089643457,-0.961346837703665,0.010462201757598,0.000104730891085136,0.00122807714765332,0.00373231930592059,"FIQT"
"130",9015,3e+05,0.3,0.01,0,0.458217538293019,-2.06270403507611e-05,-0.00173633917714963,-0.444781975658244,0.00939145919960032,1.94812394348635e-06,0.000136575376534407,0.0212790302028456,"FIQT"
"131",10015,30000,0.8,0.01,0,0.688870838150309,-0.000871393375877017,-0.0183210595467891,-0.802999727643733,0.0147510837312248,5.53117575218911e-05,0.00079239062317231,0.00966293635056558,"FIQT"
"132",11015,3e+05,0.8,0.01,0,0.353966548521924,-8.16498741579672e-06,-0.000765174368754552,-0.24932974418682,0.00591642039115659,1.2157687365574e-06,0.000104033470928424,0.026828448890465,"FIQT"
"133",12015,30000,0.3,0.001,0,0.739808849166137,-0.00126435464499477,-0.0236882354747272,-0.851452528543043,0.0139245973797794,8.78564472221692e-05,0.00116657662070504,0.0116564719889532,"FIQT"
