"","n_samples","h2","prop_effect","S","flb","mse","rel_mse","flb_error","mse_error","rel_mse_error","method"
"1",30000,0.3,0.01,-1,1,-0.0377144942172085,-0.832135522095938,0,0.0147744168802194,0.0780427997683277,"EB"
"11",3e+05,0.3,0.01,-1,1,-0.00182892195703897,-0.937071560752224,0,0.00115216213634983,0.0541147846028242,"EB"
"21",30000,0.8,0.01,-1,0.875,-0.0130776732410757,-0.768850740932171,0.194160790836906,0.0160759345444908,0.196595356706127,"EB"
"31",3e+05,0.8,0.01,-1,0.606383293721986,-4.55911550147034e-05,-0.214775522057338,0.0101380703942975,8.01588648050353e-06,0.0330259302660347,"EB"
"41",30000,0.3,0.001,-1,1,-0.0647896764610247,-0.893336787748117,NA,NA,NA,"EB"
"51",3e+05,0.3,0.001,-1,0.677990319748495,-7.25426020704618e-05,-0.288394492945407,0.0636900102574835,3.05490699989128e-05,0.107766157048107,"EB"
"61",30000,0.8,0.001,-1,0.591887874322952,-0.000281891578782193,-0.162275693404566,0.0277712409096604,0.000124037026684372,0.0689579532694944,"EB"
"71",3e+05,0.8,0.001,-1,0.467881672266954,1.05677345621201e-05,0.0579515254647745,0.0191665291296132,4.8843896024787e-06,0.0236650009886517,"EB"
"81",30000,0.3,0.01,0,1,-0.0307577980962587,-0.881217919526387,NA,NA,NA,"EB"
"91",3e+05,0.3,0.01,0,1,-0.00136749179975781,-0.955473304247161,0,0.000482827351319752,0.0273440721849807,"EB"
"101",30000,0.8,0.01,0,0.855,-0.00363779336627688,-0.663011464738505,0.314863286028856,0.00257197071526476,0.556050815721852,"EB"
"111",3e+05,0.8,0.01,0,0.592529176622396,-2.47449820464768e-05,-0.200216690499964,0.0117272861996301,2.85765322173353e-06,0.0206206587573012,"EB"
"121",30000,0.3,0.001,0,NA,NA,NA,NA,NA,NA,"EB"
"131",3e+05,0.3,0.001,0,0.650080893604651,-3.31805099671501e-05,-0.25250737043092,0.0578207407226908,1.32340261131099e-05,0.0671745463304306,"EB"
"141",30000,0.8,0.001,0,0.591832973954581,-0.00021379161744381,-0.171392614501718,0.0443899742295884,4.85327409498121e-05,0.0363531021023315,"EB"
"151",3e+05,0.8,0.001,0,0.480852853290956,6.29455846107987e-06,0.0510538477235998,0.02212533030498,6.56446009990415e-06,0.0520431604132569,"EB"
"161",30000,0.3,0.01,1,1,-0.0672701124310718,-0.890372809761608,NA,NA,NA,"EB"
"171",3e+05,0.3,0.01,1,0.833333333333333,-0.000354925030379805,-0.647151867100088,0.408248290463863,0.000229471603529338,0.376066381579234,"EB"
"181",30000,0.8,0.01,1,0.923214285714286,-0.00290233611047793,-0.798337981653891,0.11351044639666,0.000690333258992936,0.146619992209986,"EB"
"191",3e+05,0.8,0.01,1,0.586405804027968,-1.64157227842745e-05,-0.158427858225643,0.016940489901241,3.06562203454401e-06,0.0273083551931605,"EB"
"201",30000,0.3,0.001,1,1,-0.028421850229527,-0.889857415891921,NA,NA,NA,"EB"
"211",3e+05,0.3,0.001,1,0.647807689103668,-2.00558599333267e-05,-0.182242341488075,0.0689123796521328,1.30219092829926e-05,0.121696533311051,"EB"
"221",30000,0.8,0.001,1,0.534918042137001,-4.84266615442327e-05,-0.0357883404391044,0.0703260202469504,0.000133109336996505,0.130372926795076,"EB"
"231",3e+05,0.8,0.001,1,0.474029250619525,4.63423416895363e-06,0.0414634949648245,0.0147907945309398,4.20641679969921e-06,0.0368575780447855,"EB"
"12",30000,0.3,0.01,-1,1,-0.0354278030618042,-0.777067494154182,0,0.0136514546874943,0.0153053793100724,"FIQT"
"112",3e+05,0.3,0.01,-1,1,-0.00185997273642609,-0.949929765321626,0,0.00120851077088831,0.0679158131680706,"FIQT"
"212",30000,0.8,0.01,-1,0.875,-0.0135548717111827,-0.780329383522003,0.194160790836906,0.0183265349795666,0.248737247412553,"FIQT"
"311",3e+05,0.8,0.01,-1,0.37289587545117,3.7174275540956e-05,0.176305554928163,0.0147678155207879,1.1254677130288e-05,0.0542224368092369,"FIQT"
"411",30000,0.3,0.001,-1,1,-0.0616743363369646,-0.850381673736322,NA,NA,NA,"FIQT"
"511",3e+05,0.3,0.001,-1,0.391313738264399,0.000147360984384469,0.654494833397669,0.0451230452475489,8.69125192877329e-05,0.512639982860723,"FIQT"
"611",30000,0.8,0.001,-1,0.298186564555039,0.00178150366582373,1.03274308808322,0.0347234939454067,0.000536192062188304,0.313187089535415,"FIQT"
"711",3e+05,0.8,0.001,-1,0.118842205545826,5.71145955892857e-05,0.321190007412446,0.0139603891739154,1.58769187819383e-05,0.104717046439873,"FIQT"
"811",30000,0.3,0.01,0,1,-0.0300508665984355,-0.860964171133547,NA,NA,NA,"FIQT"
"911",3e+05,0.3,0.01,0,1,-0.00134148981784597,-0.938800655475591,0,0.000461278998465578,0.0176548988169969,"FIQT"
"1011",30000,0.8,0.01,0,0.776666666666667,-0.00358926957735635,-0.621280806462359,0.337035002028858,0.00278210253907965,0.568084917127817,"FIQT"
"1111",3e+05,0.8,0.01,0,0.342440131709214,1.6200958287387e-05,0.132030211192586,0.0111388604601481,4.39321566829257e-06,0.0376684898467873,"FIQT"
"1211",30000,0.3,0.001,0,NA,NA,NA,NA,NA,NA,"FIQT"
"1311",3e+05,0.3,0.001,0,0.325376835780239,9.18674084762233e-05,0.81685345251687,0.0730530615605358,5.08665425608231e-05,0.45529597319711,"FIQT"
"1411",30000,0.8,0.001,0,0.291641717577586,0.000769242975436711,0.627220032179356,0.036875755524548,0.000304848784006042,0.274133837673309,"FIQT"
"1511",3e+05,0.8,0.001,0,0.121268172360373,5.71829843904919e-05,0.439180608574018,0.0102214897795876,1.84448494925261e-05,0.138248675399092,"FIQT"
"1611",30000,0.3,0.01,1,1,-0.0649750855562434,-0.859996325269878,NA,NA,NA,"FIQT"
"1711",3e+05,0.3,0.01,1,1,-0.000409480319529426,-0.799051869046196,0,0.000203486469339297,0.255140899112614,"FIQT"
"1811",30000,0.8,0.01,1,0.766150793650794,-0.00267603271635887,-0.700137758498306,0.107583854663572,0.00113010164008946,0.116114446299923,"FIQT"
"1911",3e+05,0.8,0.01,1,0.314424472291311,2.06033510567522e-05,0.199707959255072,0.0103412161760507,3.5202514171628e-06,0.0369849878787401,"FIQT"
"2011",30000,0.3,0.001,1,1,-0.0277115688332794,-0.867619272959046,NA,NA,NA,"FIQT"
"2111",3e+05,0.3,0.001,1,0.312412074896459,8.35998607159656e-05,0.842683115394822,0.0634586429977187,4.79387154076453e-05,0.623078336474485,"FIQT"
"2211",30000,0.8,0.001,1,0.264747194734077,0.000736143093406905,0.760437978052176,0.0363671533725782,0.000291310397388752,0.319411029418908,"FIQT"
