"","n_samples","h2","prop_effect","S","flb","mse","rmse","rel_mse","flb_error","mse_error","rmse_error","rel_mse_error","method"
"1",30000,0.3,0.01,-1,1,-0.00115729037195413,-0.0256027769465009,-0.920982280994678,0,0.00084981197794851,0.00751124644146291,0.106310990722736,"EB"
"101",3e+05,0.3,0.01,-1,0.65180538416128,-6.46898033329839e-06,-0.000908226292561112,-0.400860386463468,0.0177830167629318,9.17405918077756e-07,0.000108364537823565,0.0344451827773453,"EB"
"201",30000,0.8,0.01,-1,0.945548042977384,-0.000384369894332012,-0.0121953185488555,-0.804920291998767,0.0509635099837297,0.000120975458423595,0.00235370559790321,0.0651930309410823,"EB"
"301",3e+05,0.8,0.01,-1,0.557671265382907,-1.71768694874127e-06,-0.000239684922617121,-0.125088487439961,0.0184176565924781,3.01409226887355e-07,4.18608244708505e-05,0.0207706873166458,"EB"
"401",30000,0.3,0.001,-1,0.592636341780246,-4.59929252042125e-05,-0.00194860561066291,-0.271702041001134,0.0974805750861178,2.82653389914265e-05,0.0011344617745532,0.156530021204264,"EB"
"501",3e+05,0.3,0.001,-1,0.363222805284505,2.01158613475897e-08,2.52355322284265e-06,0.00171997173756522,0.0299828207772227,4.48238335635195e-07,5.83945382540537e-05,0.0307295674234514,"EB"
"601",30000,0.8,0.001,-1,0.462171066301048,-9.04562039409253e-06,-0.000389958038919878,-0.0623965490899461,0.0685359759133773,1.13006177721442e-05,0.000473619252923051,0.079890121346589,"EB"
"701",3e+05,0.8,0.001,-1,0.327713371994237,2.07708238619275e-07,2.64481485085375e-05,0.0138237932287663,0.027447116063994,3.34286874761938e-07,4.25270697368797e-05,0.0220299540931997,"EB"
"801",30000,0.3,0.01,0,1,-0.00129502848320017,-0.0270075396729325,-0.944153342476527,0,0.00180872822161898,0.0101684331554892,0.118973542305156,"EB"
"901",3e+05,0.3,0.01,0,0.653396413317683,-4.68552208345967e-06,-0.000772028570131364,-0.400279892185964,0.0192800568852605,3.99245986812285e-07,5.90209810888076e-05,0.0251360286499184,"EB"
"1001",30000,0.8,0.01,0,0.950880427948692,-0.000316327953837257,-0.0114387421282201,-0.82510534431517,0.0536304087798247,9.16549082433896e-05,0.00183559566824093,0.0728102160593156,"EB"
"1101",3e+05,0.8,0.01,0,0.540789916269829,-1.12018174384074e-06,-0.000180726801098814,-0.110066300896206,0.0287194821969334,1.3675845038249e-07,2.14103098205464e-05,0.0122230986178533,"EB"
"1201",30000,0.3,0.001,0,0.626351299080566,-3.43687552772863e-05,-0.00174483982972294,-0.291439321919315,0.087427439250384,1.6721689034896e-05,0.000792632143382298,0.131709794901829,"EB"
"1301",3e+05,0.3,0.001,0,0.354667724008609,-1.43872715783986e-07,-2.08969788981493e-05,-0.0118778819217451,0.0317289397217993,2.50697253441511e-07,3.66951649674773e-05,0.0213932703985503,"EB"
"1401",30000,0.8,0.001,0,0.436487618024613,-5.75449548651202e-06,-0.000290477543649127,-0.0549210565140269,0.0683948062644494,7.18679339808453e-06,0.000347889451485146,0.0672643321734054,"EB"
"1501",3e+05,0.8,0.001,0,0.33130796188188,5.13014902814331e-08,7.21214657761503e-06,0.00426436646469549,0.0304406073505408,2.54547186433312e-07,3.51988995230556e-05,0.0197265114746988,"EB"
"1601",30000,0.3,0.01,1,1,-0.00152047664934305,-0.0300133981535309,-0.952298915849118,0,0.00113758698784401,0.00702899934091109,0.0503439775098732,"EB"
"1701",3e+05,0.3,0.01,1,0.68215263523702,-5.8183234878586e-06,-0.000987551908690817,-0.491083799103858,0.0194207665120503,5.37019835911734e-07,8.65018324956805e-05,0.0345833009862469,"EB"
"1801",30000,0.8,0.01,1,0.992785558610636,-0.000431374014058718,-0.0138505566788078,-0.854250830673651,0.020884771246893,0.000168518466673165,0.00225104704627493,0.054938958140798,"EB"
"1901",3e+05,0.8,0.01,1,0.501727534436671,-1.11313786980794e-06,-0.000185091888243755,-0.115830566944862,0.0396477466203221,1.15545906633517e-07,1.84872848327709e-05,0.0107460984051549,"EB"
"2001",30000,0.3,0.001,1,0.681788694683536,-5.99592853424808e-05,-0.002935741705405,-0.438840870941687,0.0716019950678143,5.22037277381798e-05,0.00152705234438191,0.116852328631825,"EB"
"2101",3e+05,0.3,0.001,1,0.319214522884726,-1.25832666714647e-07,-1.78594943907832e-05,-0.00995127386560708,0.0348201149181765,2.27011974987423e-07,3.2678431599794e-05,0.0188126671307918,"EB"
"2201",30000,0.8,0.001,1,0.395868723387764,-5.14159483190272e-06,-0.000261900526922368,-0.0502097443055009,0.0569848541704171,6.1558473508194e-06,0.000314057024871538,0.0618268315928793,"EB"
"2301",3e+05,0.8,0.001,1,0.307184332388093,8.99991046812821e-08,1.24403700666718e-05,0.00711002348115851,0.02932878610444,2.56975560929512e-07,3.5279504917449e-05,0.0196952878959808,"EB"
