"","n_samples","h2","prop_effect","S","flb","mse","rmse","rel_mse","flb_error","mse_error","rmse_error","rel_mse_error","method"
"4012",30000,0.3,0.01,0,0.999680684066697,-0.021322661749316,-0.107839140075616,-0.913686778878182,0.000739896648508977,0.00125581091179516,0.00311257057190704,0.00200536806632145,"BR"
"4512",3e+05,0.3,0.01,0,0.673655154445939,-0.000747761798078912,-0.0152131643322718,-0.722072914303314,0.0117349191790795,4.44818687733794e-05,0.000578930765875189,0.00771847711705635,"BR"
"5012",30000,0.8,0.01,0,0.691357565732432,-0.00820542957153843,-0.0516029409072027,-0.740031999786918,0.011880190088814,0.00049339684132644,0.00199182862628374,0.00734468759289579,"BR"
"5512",3e+05,0.8,0.01,0,0.50037946840061,-0.000103431367911517,-0.00300966234951883,-0.296020569530028,0.00676290956391147,9.79660510569818e-06,0.000246228004504384,0.0174832154432823,"BR"
"6012",30000,0.3,0.001,0,0.910531205197104,-0.0185002747752632,-0.0930879489283029,-0.869133114294802,0.00924348752828095,0.00106597168805396,0.00281727103615972,0.00451190213367063,"BR"
"6512",3e+05,0.3,0.001,0,0.621383930353018,-0.000859834878481996,-0.0152282109545362,-0.669159422741715,0.013652277905838,5.52182334699301e-05,0.000695747228531462,0.0134845516206472,"BR"
"7012",30000,0.8,0.001,0,0.627811588045279,-0.00895468300445673,-0.0499373499424897,-0.6813584694623,0.0124602605431369,0.000687601233502511,0.00287230744050227,0.0163351955277064,"BR"
"7512",3e+05,0.8,0.001,0,0.562401469705303,-0.00059839328878435,-0.011209504148849,-0.573494655493863,0.0201509550399738,5.00949081743391e-05,0.00074298228174511,0.0207628290161706,"BR"
"8012",30000,0.3,0.01,1,0.999412776430226,-0.0216140760437769,-0.108501177027536,-0.91332314194773,0.00106487280766461,0.00124376745962423,0.00310083551901298,0.00115310942216088,"BR"
"8512",3e+05,0.3,0.01,1,0.65821585233234,-0.000711757022311258,-0.0146673170966179,-0.713108789563826,0.0132058386977076,5.17077284328109e-05,0.000681242061080722,0.00876999862733511,"BR"
"9012",30000,0.8,0.01,1,0.670056409789418,-0.00768072847103607,-0.0491314228358537,-0.728012616646886,0.0125374559467301,0.000569369065713087,0.00224171483275539,0.00768141693051542,"BR"
"9512",3e+05,0.8,0.01,1,0.50329276806347,-0.000126148756425479,-0.00374603471374834,-0.36020978243063,0.00816230333723833,1.0912015176802e-05,0.000268922217070846,0.0166943296931499,"BR"
"10012",30000,0.3,0.001,1,0.906652422281875,-0.0182811191402293,-0.0921058196713428,-0.866185644432098,0.00827884883669107,0.00105026595317441,0.00287104595676096,0.00419478654531783,"BR"
