"","n_samples","h2","prop_effect","S","n_sig","prop_bias","prop_x","mse","n_sig_sd","prop_bias_sd","prop_x_sd","mse_sd"
"1",30000,0.3,0.01,-1,29.72,0.758827913079417,0.12771741099188,0.00015604190705877,4.22135025552228,0.0867947185509174,0.0781982321122423,6.36701316657132e-05
"101",3e+05,0.3,0.01,-1,711.56,0.660674708657784,0.0652185521908366,1.22132629127957e-05,25.8098407354226,0.0161308660553888,0.00976023835513616,1.07533964599424e-06
"201",30000,0.8,0.01,-1,140,0.7201001062832,0.0961831628661706,0.000135958443710031,8.96457675317895,0.0372519986959666,0.0269182351676528,2.28711039192967e-05
"301",3e+05,0.8,0.01,-1,1718.82,0.613583515278758,0.048804782886416,1.1869375926881e-05,55.4610391958794,0.0117627825425187,0.0052067117154973,6.29079895053669e-07
"401",30000,0.3,0.001,-1,71.68,0.652514676807188,0.0640829010852073,0.000126139666130293,8.57866745791766,0.0533106681661467,0.0287850972538946,3.82568897719321e-05
"501",3e+05,0.3,0.001,-1,373.57,0.564374684069571,0.036804187552592,1.22558078939719e-05,20.1254926534844,0.0253237773361362,0.009989757991452,1.46468871446152e-06
"601",30000,0.8,0.001,-1,173.44,0.61662039484941,0.0480625467116345,0.000121087704322067,15.6304029042599,0.0376207465078435,0.0171564019840779,2.47637601726513e-05
"701",3e+05,0.8,0.001,-1,533.86,0.541617979645901,0.0323602328598075,1.30123019786663e-05,21.9135214934164,0.0223329790294813,0.00813722859487883,1.39893307946409e-06
"801",30000,0.3,0.01,0,12.23,0.88769839799863,0.271211731697955,0.000241643104584386,3.74126592306277,0.0941255902163251,0.117548815721301,0.000125567189468289
"901",3e+05,0.3,0.01,0,844.43,0.671439336757545,0.0655685482891877,1.13180886995186e-05,19.5232340217154,0.0157167335072248,0.00811661191920148,6.84966223722568e-07
"1001",30000,0.8,0.01,0,121.68,0.789006616959771,0.129695004556613,0.000148874428502414,8.83619736302805,0.0381101267551772,0.0325015214127063,2.45325683584971e-05
"1101",3e+05,0.8,0.01,0,2049.74,0.610095974614275,0.0468054430556,1.1087327262019e-05,33.493439731543,0.0117406482034156,0.00465639284640571,5.09305372937322e-07
"1201",30000,0.3,0.001,0,84.53,0.674720181805069,0.064364442176601,0.000113089294129461,5.91258715527195,0.0517457196135469,0.0279574404053861,2.72236905845777e-05
"1301",3e+05,0.3,0.001,0,424.36,0.557427933817863,0.0340573135746634,1.15670919164616e-05,16.1636329549712,0.0249696839303976,0.00814325982227021,1.21219895195964e-06
"1401",30000,0.8,0.001,0,205.02,0.604209273692219,0.0485715027991751,0.000110220336489672,12.7651514252315,0.0324989666363598,0.0158629832210676,1.58969050560661e-05
"1501",3e+05,0.8,0.001,0,579.08,0.536219480684619,0.0316389033533411,1.28650731184705e-05,16.3637194161753,0.0204311092298022,0.00765852451729508,1.49542029190918e-06
"1601",30000,0.3,0.01,1,16.85,0.881496569502647,0.218636615675645,0.000215903913491568,3.72915079563239,0.065357983512835,0.0964506873403507,0.000122059535306867
"1701",3e+05,0.3,0.01,1,823.78,0.659196960228093,0.0629922074889555,1.10467238186406e-05,21.0279179505089,0.0153560637990413,0.00810618051902813,7.43213718113963e-07
"1801",30000,0.8,0.01,1,133.51,0.776523287935022,0.115933930431817,0.000142024031407806,7.24672688218968,0.0348341966000595,0.0244320974820682,3.52752385663802e-05
"1901",3e+05,0.8,0.01,1,1933.35,0.607298435344987,0.0465932846108923,1.09171408977353e-05,31.1699074639809,0.0105300563423158,0.00486891643527413,4.86588598615451e-07
"2001",30000,0.3,0.001,1,83.62,0.669560205664531,0.0639711688418408,0.00010957354834997,6.98306754394029,0.049564412506065,0.0272522639014936,2.35204024103343e-05
"2101",3e+05,0.3,0.001,1,399.48,0.560775644633217,0.0347674434490467,1.17355518972786e-05,16.9052499167411,0.0249265615731043,0.00906037138523356,1.34935424996023e-06
"2201",30000,0.8,0.001,1,193.39,0.609590307179274,0.0455245179377375,0.000109260441190426,11.9889637802961,0.0351705217302895,0.0157804368445827,1.71884011564674e-05
"2301",3e+05,0.8,0.001,1,553.13,0.539257836910011,0.0332515528571588,1.2542878905152e-05,14.6526482592773,0.0211448523816262,0.00769586448856949,1.45551395436254e-06
