"","n_samples","h2","prop_effect","S","flb","mse","rel_mse","flb_error","mse_error","rel_mse_error","method"
"1",30000,0.3,0.01,-1,1,-0.00116036121091982,-0.920474667151535,0,0.000856950873079107,0.108450322704581,"EB"
"101",3e+05,0.3,0.01,-1,0.651828639975233,-6.4725698387257e-06,-0.401067938196176,0.0177621722864563,9.2052659979095e-07,0.0345765715520401,"EB"
"201",30000,0.8,0.01,-1,0.945548042977384,-0.000384628062671843,-0.805423407167935,0.0509635099837297,0.000121098650985102,0.0649184949423288,"EB"
"301",3e+05,0.8,0.01,-1,0.557667564800349,-1.71854952402954e-06,-0.125150558457239,0.0184480793412699,3.01051824662872e-07,0.0207339998623906,"EB"
"401",30000,0.3,0.001,-1,0.592158380089888,-4.6065099629451e-05,-0.271958260816996,0.0975471711078138,2.84031044192449e-05,0.156897456712689,"EB"
"501",3e+05,0.3,0.001,-1,0.363169845797029,1.72505908354317e-08,0.00152776766109356,0.0299074050486553,4.43969125615953e-07,0.03040344059715,"EB"
"601",30000,0.8,0.001,-1,0.462168538152093,-9.1197176265074e-06,-0.062970779837139,0.0684581763034222,1.13139515734222e-05,0.0800292085376422,"EB"
"701",3e+05,0.8,0.001,-1,0.327479527784742,2.0502708274964e-07,0.0136584424705177,0.027381478811313,3.43319564858031e-07,0.0225141720032449,"EB"
"801",30000,0.3,0.01,0,1,-0.0013002215062771,-0.945292930658927,0,0.00182230097991958,0.115084290788523,"EB"
"901",3e+05,0.3,0.01,0,0.653374483387657,-4.68720834248613e-06,-0.400423337350488,0.0192630257034688,3.99131894586762e-07,0.0251056421815653,"EB"
"1001",30000,0.8,0.01,0,0.950880427948692,-0.000316817230899653,-0.826224090814344,0.0536304087798247,9.22031274547337e-05,0.0726040032178024,"EB"
"1101",3e+05,0.8,0.01,0,0.540768935599658,-1.12069619803079e-06,-0.110116811909218,0.0287212700231009,1.36814692046709e-07,0.0122275291215732,"EB"
"1201",30000,0.3,0.001,0,0.625893825471193,-3.43439467751046e-05,-0.291222946695173,0.0874464518405967,1.67324080845508e-05,0.131742471606039,"EB"
"1301",3e+05,0.3,0.001,0,0.354612211763658,-1.47067213609093e-07,-0.0121478357200609,0.0317909225007948,2.50329736148314e-07,0.0213550951174093,"EB"
"1401",30000,0.8,0.001,0,0.436454483591479,-5.79341515152824e-06,-0.0553124639926652,0.0683358975980166,7.19480144122328e-06,0.0673264899402624,"EB"
"1501",3e+05,0.8,0.001,0,0.331163212431157,5.02397352847972e-08,0.0041726100554003,0.0304640792095796,2.53623228108327e-07,0.0196634409018243,"EB"
"1601",30000,0.3,0.01,1,1,-0.00152678901190333,-0.954742277755229,0,0.00114610450585351,0.0485386070064702,"EB"
"1701",3e+05,0.3,0.01,1,0.682141996939147,-5.81871760206558e-06,-0.491117395241658,0.0194241322902063,5.36945074165476e-07,0.0345770720503729,"EB"
"1801",30000,0.8,0.01,1,0.992785558610636,-0.000432167162507557,-0.855624898856778,0.020884771246893,0.000169524803949311,0.0547355583451415,"EB"
"1901",3e+05,0.8,0.01,1,0.501721198171171,-1.11375865387237e-06,-0.11589506041821,0.0396516726888499,1.15671610333815e-07,0.0107571131526584,"EB"
"2001",30000,0.3,0.001,1,0.681788694683536,-6.01206695095109e-05,-0.439641654798036,0.0716019950678143,5.26676600036689e-05,0.117387437484267,"EB"
"2101",3e+05,0.3,0.001,1,0.319195213822811,-1.28492615318467e-07,-0.0101721342548366,0.0348994073521617,2.27502031688906e-07,0.0188453682664447,"EB"
"2201",30000,0.8,0.001,1,0.395836569046928,-5.11920860684899e-06,-0.0499634376828703,0.0570317698873199,6.16273106209561e-06,0.0618695363487253,"EB"
